,product_line,RFM_Score ,prod_line_encoded
1166,Road,0.5,1
1167,Road,0.4,1
1168,Standard,0.1,2
1169,Standard,0.5,2
1170,Standard,0.1,2
1171,Standard,0.4,2
1172,Road,0.9,1
1173,Standard,1.0,2
1174,Standard,0.5,2
1175,Standard,0.7,2
1176,Standard,0.5,2
1177,Road,0.9,1
1178,Standard,0.8,2
1179,Standard,0.7,2
1180,Standard,0.6,2
1181,Standard,0.4,2
1182,Touring,0.6,3
1183,Standard,0.8,2
1184,Standard,0.3,2
1185,Standard,0.5,2
1186,Standard,0.0,2
1187,Standard,0.9,2
1188,Road,0.5,1
1189,Road,0.4,1
1190,Standard,0.3,2
1191,Standard,0.9,2
1192,Road,0.7,1
1193,Road,0.5,1
1194,Standard,0.1,2
1195,Standard,0.4,2
1196,Touring,0.9,3
1197,Road,0.0,1
1198,Road,0.7,1
1199,Standard,0.7,2
1200,Standard,0.6,2
1201,Standard,0.4,2
1202,Standard,0.9,2
1203,Road,0.5,1
1204,Standard,0.7,2
1205,Road,0.9,1
1206,Standard,0.6,2
1207,Standard,0.4,2
1208,Standard,0.6,2
1209,Touring,0.3,3
1210,Standard,0.9,2
1211,Standard,0.6,2
1212,Standard,1.0,2
1213,Road,0.8,1
1214,Standard,0.7,2
1215,Standard,0.1,2
1216,Standard,0.4,2
1217,Road,0.7,1
1218,Road,0.4,1
1219,Standard,0.7,2
1220,Road,0.1,1
1221,Standard,0.9,2
1222,Standard,0.1,2
1223,Standard,0.6,2
1224,Standard,0.6,2
1225,Standard,0.7,2
1226,Standard,0.8,2
1227,Mountain,0.5,0
1228,Standard,0.9,2
1229,Mountain,0.6,0
1230,Standard,0.4,2
1231,Standard,0.5,2
1232,Road,0.6,1
1233,Standard,0.9,2
1234,Road,0.8,1
1235,Standard,0.5,2
1236,Standard,0.6,2
1237,Standard,0.7,2
1238,Standard,0.5,2
1239,Standard,0.7,2
1240,Road,0.4,1
1241,Standard,0.8,2
1242,Standard,0.4,2
1243,Touring,0.2,3
1244,Standard,0.9,2
1245,Standard,0.6,2
1246,Mountain,0.3,0
1247,Standard,0.6,2
1248,Touring,0.2,3
1249,Road,0.7,1
1250,Road,0.3,1
1251,Standard,0.8,2
1252,Standard,0.7,2
1253,Standard,0.9,2
1254,Touring,0.4,3
1255,Standard,0.1,2
1256,Standard,0.0,2
1257,Standard,0.7,2
1258,Road,0.3,1
1259,Standard,0.3,2
1260,Standard,0.9,2
1261,Standard,0.8,2
1262,Mountain,0.6,0
1263,Standard,0.8,2
1264,Standard,1.0,2
1265,Standard,0.7,2
1266,Standard,0.4,2
1267,Standard,0.1,2
1268,Standard,0.4,2
1269,Standard,0.7,2
1270,Road,0.7,1
1271,Standard,0.6,2
1272,Touring,0.8,3
1273,Standard,0.8,2
1274,Touring,0.9,3
1275,Standard,0.6,2
1276,Standard,0.7,2
1277,Standard,0.8,2
1278,Mountain,0.5,0
1279,Standard,0.6,2
1280,Standard,0.9,2
1281,Road,0.3,1
1282,Road,0.0,1
1283,Standard,0.4,2
1284,Standard,0.6,2
1285,Standard,0.7,2
1286,Standard,0.3,2
1287,Standard,0.4,2
1288,Touring,0.5,3
1289,Standard,0.5,2
1290,Standard,0.3,2
1291,Standard,0.7,2
1292,Road,0.9,1
1293,Standard,0.7,2
1294,Standard,0.6,2
1295,Standard,0.1,2
1296,Road,0.7,1
1297,Road,0.4,1
1298,Standard,0.5,2
1299,Standard,0.7,2
1300,Standard,1.0,2
1301,Standard,0.4,2
1302,Road,0.4,1
1303,Road,0.4,1
1304,Road,0.4,1
1305,Standard,0.1,2
1306,Standard,0.6,2
1307,Standard,0.9,2
1308,Road,0.7,1
1309,Standard,0.4,2
1310,Standard,0.9,2
1311,Standard,0.1,2
1312,Road,0.7,1
1313,Road,0.6,1
1314,Standard,1.0,2
1315,Road,0.9,1
1316,Standard,1.0,2
1317,Standard,0.6,2
1318,Road,0.8,1
1319,Standard,0.8,2
1320,Standard,0.8,2
1321,Standard,0.7,2
1322,Standard,0.7,2
1323,Standard,0.9,2
1324,Standard,0.6,2
1325,Touring,0.9,3
1326,Touring,0.6,3
1327,Standard,0.3,2
1328,Standard,0.2,2
1329,Standard,0.8,2
1330,Standard,0.6,2
1331,Standard,0.5,2
1332,Standard,0.4,2
1333,Standard,0.9,2
1334,Standard,0.4,2
1335,Standard,0.1,2
1336,Standard,0.7,2
1337,Standard,0.5,2
1338,Road,0.4,1
1339,Road,0.8,1
1340,Road,0.6,1
1341,Road,0.9,1
1342,Standard,0.2,2
1343,Road,0.0,1
1344,Road,0.4,1
1345,Standard,0.4,2
1346,Standard,0.5,2
1347,Standard,0.4,2
1348,Touring,0.7,3
1349,Road,0.6,1
1350,Standard,0.6,2
1351,Road,0.7,1
1352,Standard,0.5,2
1353,Standard,0.2,2
1354,Standard,1.0,2
1355,Standard,0.6,2
1356,Standard,0.9,2
1357,Road,0.5,1
1358,Standard,0.8,2
1359,Standard,0.7,2
1360,Standard,0.7,2
1361,Standard,0.9,2
1362,Standard,0.6,2
1363,Standard,0.3,2
1364,Standard,0.3,2
1365,Standard,0.2,2
1366,Road,0.5,1
1367,Road,0.6,1
1368,Standard,0.4,2
1369,Road,0.6,1
1370,Standard,0.6,2
1371,Standard,0.6,2
1372,Standard,0.3,2
1373,Standard,0.7,2
1374,Touring,1.0,3
1375,Standard,0.9,2
1376,Standard,0.2,2
1377,Standard,0.8,2
1378,Standard,0.3,2
1379,Standard,0.8,2
1380,Road,0.9,1
1381,Standard,0.3,2
1382,Standard,0.5,2
1383,Standard,0.6,2
1384,Standard,0.3,2
1385,Standard,0.4,2
1386,Standard,0.4,2
1387,Standard,0.5,2
1388,Standard,0.4,2
1389,Road,0.4,1
1390,Standard,0.9,2
1391,Mountain,0.2,0
1392,Standard,0.6,2
1393,Standard,0.4,2
1394,Road,0.8,1
1395,Standard,0.8,2
1396,Standard,0.9,2
1397,Standard,0.3,2
1398,Standard,0.3,2
1399,Standard,0.4,2
1400,Touring,0.5,3
1401,Standard,0.8,2
1402,Standard,0.9,2
1403,Road,0.7,1
1404,Road,0.8,1
1405,Road,0.3,1
1406,Standard,0.4,2
1407,Road,0.9,1
1408,Road,0.9,1
1409,Standard,0.7,2
1410,Standard,1.0,2
1411,Standard,0.4,2
1412,Road,0.6,1
1413,Mountain,0.7,0
1414,Standard,0.4,2
1415,Mountain,0.3,0
1416,Road,0.6,1
1417,Standard,0.7,2
1418,Touring,0.6,3
1419,Standard,0.9,2
1420,Standard,0.7,2
1421,Standard,0.4,2
1422,Standard,0.7,2
1423,Standard,0.5,2
1424,Standard,0.7,2
1425,Standard,0.8,2
1426,Standard,0.3,2
1427,Standard,0.9,2
1428,Standard,0.6,2
1429,Standard,0.7,2
1430,Standard,0.6,2
1431,Road,1.0,1
1432,Standard,0.9,2
1433,Standard,0.7,2
1434,Standard,1.0,2
1435,Standard,0.2,2
1436,Road,0.9,1
1437,Road,0.6,1
1438,Standard,0.2,2
1439,Standard,0.3,2
1440,Standard,0.9,2
1441,Standard,0.7,2
1442,Touring,0.3,3
1443,Standard,0.6,2
1444,Standard,0.7,2
1445,Standard,0.8,2
1446,Standard,0.9,2
1447,Standard,0.3,2
1448,Standard,0.4,2
1449,Road,0.4,1
1450,Standard,0.7,2
1451,Standard,0.5,2
1452,Road,0.6,1
1453,Standard,0.1,2
1454,Standard,0.7,2
1455,Road,0.3,1
1456,Standard,0.1,2
1457,Standard,0.5,2
1458,Standard,0.2,2
1459,Standard,0.3,2
1460,Standard,0.9,2
1461,Standard,1.0,2
1462,Standard,0.5,2
1463,Standard,0.3,2
1464,Standard,0.3,2
1465,Standard,0.4,2
1466,Touring,0.4,3
1467,Standard,0.7,2
1468,Standard,0.8,2
1469,Standard,0.2,2
1470,Standard,0.3,2
1471,Standard,0.7,2
1472,Road,0.4,1
1473,Road,0.3,1
1474,Standard,0.9,2
1475,Standard,0.5,2
1476,Road,0.9,1
1477,Standard,0.8,2
1478,Standard,0.7,2
1479,Road,0.7,1
1480,Standard,0.5,2
1481,Standard,0.2,2
1482,Standard,0.7,2
1483,Standard,0.9,2
1484,Standard,0.5,2
1485,Standard,0.6,2
1486,Standard,0.7,2
1487,Standard,0.6,2
1488,Standard,0.9,2
1489,Standard,0.1,2
1490,Standard,0.7,2
1491,Road,0.7,1
1492,Mountain,0.5,0
1493,Mountain,0.7,0
1494,Touring,0.6,3
1495,Standard,0.4,2
1496,Road,1.0,1
1497,Road,0.1,1
1498,Standard,1.0,2
1499,Standard,0.8,2
1500,Standard,0.3,2
1501,Standard,0.7,2
1502,Touring,0.9,3
1503,Standard,0.4,2
1504,Standard,0.9,2
1505,Road,0.0,1
1506,Standard,0.6,2
1507,Standard,0.2,2
1508,Standard,0.5,2
1509,Standard,0.7,2
1510,Standard,0.5,2
1511,Standard,0.2,2
1512,Standard,0.3,2
1513,Standard,0.5,2
1514,Standard,0.8,2
1515,Standard,0.3,2
1516,Standard,0.9,2
1517,Road,0.3,1
1518,Standard,0.9,2
1519,Standard,0.4,2
1520,Road,0.4,1
1521,Standard,0.5,2
1522,Standard,0.8,2
1523,Standard,0.9,2
1524,Touring,0.7,3
1525,Standard,0.7,2
1526,Road,0.1,1
1527,Standard,0.6,2
1528,Standard,1.0,2
1529,Standard,0.6,2
1530,Standard,0.2,2
1531,Standard,0.1,2
1532,Standard,0.5,2
1533,Road,0.4,1
1534,Standard,0.7,2
1535,Standard,0.3,2
1536,Standard,0.7,2
1537,Standard,0.6,2
1538,Standard,0.9,2
1539,Standard,0.3,2
1540,Standard,0.3,2
1541,Standard,0.6,2
1542,Standard,0.6,2
1543,Mountain,1.0,0
1544,Road,0.1,1
1545,Road,0.3,1
1546,Standard,0.4,2
1547,Road,0.2,1
1548,Road,1.0,1
1549,Standard,0.7,2
1550,Standard,0.6,2
1551,Standard,0.5,2
1552,Standard,0.7,2
1553,Standard,1.0,2
1554,Road,0.7,1
1555,Road,0.7,1
1556,Road,0.8,1
1557,Standard,0.4,2
1558,Standard,0.9,2
1559,Standard,0.5,2
1560,Standard,0.9,2
1561,Standard,1.0,2
1562,Standard,0.9,2
1563,Standard,0.8,2
1564,Standard,0.5,2
1565,Standard,0.7,2
1566,Standard,0.6,2
1567,Standard,0.6,2
1568,Standard,0.9,2
1569,Standard,0.6,2
1570,Road,0.7,1
1571,Road,1.0,1
1572,Standard,0.7,2
1573,Road,0.9,1
1574,Standard,0.3,2
1575,Standard,0.4,2
1576,Road,0.4,1
1577,Standard,0.9,2
1578,Standard,0.5,2
1579,Touring,0.3,3
1580,Standard,0.1,2
1581,Standard,0.6,2
1582,Touring,0.5,3
1583,Standard,0.4,2
1584,Standard,0.6,2
1585,Road,0.7,1
1586,Standard,0.2,2
1587,Touring,0.8,3
1588,Standard,0.2,2
1589,Road,0.5,1
1590,Standard,0.7,2
1591,Standard,1.0,2
1592,Standard,0.0,2
1593,Standard,1.0,2
1594,Standard,0.8,2
1595,Road,0.5,1
1596,Standard,0.7,2
1597,Standard,0.9,2
1598,Standard,0.7,2
1599,Standard,0.3,2
1600,Standard,0.5,2
1601,Standard,1.0,2
1602,Standard,0.6,2
1603,Standard,0.5,2
1604,Standard,0.4,2
1605,Standard,0.3,2
1606,Road,0.0,1
1607,Standard,0.9,2
1608,Standard,0.8,2
1609,Standard,0.1,2
1610,Mountain,0.9,0
1611,Standard,0.5,2
1612,Standard,0.9,2
1613,Standard,0.1,2
1614,Standard,0.7,2
1615,Road,0.5,1
1616,Standard,0.4,2
1617,Standard,0.3,2
1618,Standard,0.2,2
1619,Standard,1.0,2
1620,Standard,0.4,2
1621,Standard,1.0,2
1622,Standard,0.9,2
1623,Standard,0.9,2
1624,Standard,0.7,2
1625,Standard,0.4,2
1626,Standard,0.9,2
1627,Road,0.9,1
1628,Standard,0.6,2
1629,Touring,0.5,3
1630,Standard,1.0,2
1631,Standard,0.8,2
1632,Road,0.9,1
1633,Road,0.1,1
1634,Road,0.4,1
1635,Standard,1.0,2
1636,Standard,0.7,2
1637,Road,0.2,1
1638,Touring,0.5,3
1639,Mountain,0.1,0
1640,Standard,0.8,2
1641,Standard,0.2,2
1642,Standard,0.8,2
1643,Standard,0.8,2
1644,Standard,0.8,2
1645,Standard,0.8,2
1646,Standard,0.6,2
1647,Standard,0.6,2
1648,Road,0.7,1
1649,Standard,0.4,2
1650,Standard,0.8,2
1651,Standard,0.9,2
1652,Touring,0.7,3
1653,Mountain,0.4,0
1654,Road,0.7,1
1655,Standard,0.5,2
1656,Touring,0.7,3
1657,Standard,0.6,2
1658,Standard,0.7,2
1659,Road,0.3,1
1660,Road,0.5,1
1661,Standard,0.4,2
1662,Touring,0.1,3
1663,Standard,0.8,2
1664,Standard,0.6,2
1665,Standard,0.4,2
1666,Standard,0.5,2
1667,Standard,0.8,2
1668,Standard,1.0,2
1669,Standard,0.4,2
1670,Standard,0.4,2
1671,Standard,0.6,2
1672,Road,0.4,1
1673,Road,0.6,1
1674,Road,0.6,1
1675,Standard,0.3,2
1676,Road,0.4,1
1677,Road,0.1,1
1678,Standard,0.8,2
1679,Standard,0.7,2
1680,Road,0.6,1
1681,Standard,1.0,2
1682,Standard,0.7,2
1683,Standard,0.6,2
1684,Standard,0.6,2
1685,Standard,0.4,2
1686,Standard,1.0,2
1687,Standard,1.0,2
1688,Standard,0.7,2
1689,Standard,0.3,2
1690,Road,0.6,1
1691,Standard,0.7,2
1692,Road,0.7,1
1693,Standard,0.2,2
1694,Touring,0.7,3
1695,Road,0.3,1
1696,Road,0.6,1
1697,Standard,0.9,2
1698,Standard,0.4,2
1699,Standard,0.8,2
1700,Standard,0.5,2
1701,Standard,0.6,2
1702,Standard,0.6,2
1703,Standard,0.7,2
1704,Road,0.7,1
1705,Standard,0.1,2
1706,Standard,0.4,2
1707,Standard,0.8,2
1708,Standard,0.6,2
1709,Standard,0.7,2
1710,Road,0.2,1
1711,Standard,0.7,2
1712,Standard,0.5,2
1713,Standard,0.7,2
1714,Road,0.0,1
1715,Standard,0.7,2
1716,Standard,0.9,2
1717,Mountain,0.4,0
1718,Standard,0.7,2
1719,Standard,0.7,2
1720,Standard,0.1,2
1721,Standard,0.2,2
1722,Standard,0.6,2
1723,Road,0.3,1
1724,Standard,0.9,2
1725,Standard,0.3,2
1726,Standard,0.3,2
1727,Touring,0.7,3
1728,Standard,0.9,2
1729,Standard,0.6,2
1730,Road,0.8,1
1731,Standard,0.6,2
1732,Road,0.9,1
1733,Touring,0.9,3
1734,Standard,0.4,2
1735,Road,0.7,1
1736,Standard,0.2,2
1737,Road,0.4,1
1738,Standard,0.7,2
1739,Touring,0.1,3
1740,Standard,0.3,2
1741,Standard,0.7,2
1742,Standard,0.3,2
1743,Standard,0.4,2
1744,Standard,0.9,2
1745,Standard,0.8,2
1746,Standard,0.8,2
1747,Standard,0.8,2
1748,Standard,0.9,2
1749,Standard,0.6,2
1750,Standard,0.9,2
1751,Touring,0.8,3
1752,Standard,0.9,2
1753,Road,0.2,1
1754,Standard,0.9,2
1755,Standard,0.8,2
1756,Standard,0.6,2
1757,Standard,0.5,2
1758,Standard,0.4,2
1759,Standard,0.3,2
1760,Road,0.5,1
1761,Standard,0.9,2
1762,Standard,0.9,2
1763,Road,1.0,1
1764,Touring,0.7,3
1765,Standard,0.7,2
1766,Road,0.7,1
1767,Standard,0.6,2
1768,Standard,0.6,2
1769,Touring,0.8,3
1770,Standard,1.0,2
1771,Standard,0.8,2
1772,Standard,0.7,2
1773,Standard,0.6,2
1774,Standard,0.5,2
1775,Standard,0.5,2
1776,Standard,0.3,2
1777,Standard,0.7,2
1778,Standard,0.9,2
1779,Road,0.7,1
1780,Touring,0.9,3
1781,Standard,0.4,2
1782,Touring,1.0,3
1783,Road,0.3,1
1784,Road,0.6,1
1785,Touring,0.9,3
1786,Standard,0.6,2
1787,Standard,0.5,2
1788,Standard,1.0,2
1789,Standard,0.5,2
1790,Road,0.9,1
1791,Standard,0.3,2
1792,Standard,0.8,2
1793,Road,0.4,1
1794,Road,0.4,1
1795,Standard,0.1,2
1796,Standard,0.3,2
1797,Standard,0.5,2
1798,Standard,0.4,2
1799,Road,0.7,1
1800,Standard,0.3,2
1801,Standard,0.6,2
1802,Standard,0.5,2
1803,Standard,0.9,2
1804,Road,0.4,1
1805,Standard,1.0,2
1806,Road,0.9,1
1807,Road,0.8,1
1808,Road,0.4,1
1809,Standard,0.8,2
1810,Standard,0.9,2
1811,Standard,0.4,2
1812,Road,0.4,1
1813,Standard,0.7,2
1814,Road,0.3,1
1815,Standard,0.3,2
1816,Standard,1.0,2
1817,Standard,0.6,2
1818,Standard,0.3,2
1819,Road,0.3,1
1820,Standard,0.7,2
1821,Standard,1.0,2
1822,Standard,0.4,2
1823,Road,1.0,1
1824,Touring,0.9,3
1825,Standard,0.7,2
1826,Touring,0.7,3
1827,Standard,0.4,2
1828,Standard,0.9,2
1829,Standard,0.6,2
1830,Standard,0.5,2
1831,Road,0.8,1
1832,Standard,0.4,2
1833,Road,1.0,1
1834,Standard,0.5,2
1835,Road,0.0,1
1836,Standard,0.3,2
1837,Road,0.7,1
1838,Standard,0.6,2
1839,Standard,0.5,2
1840,Standard,0.8,2
1841,Standard,0.5,2
1842,Standard,0.4,2
1843,Standard,0.8,2
1844,Road,0.1,1
1845,Standard,0.8,2
1846,Standard,0.9,2
1847,Standard,1.0,2
1848,Standard,0.6,2
1849,Road,0.9,1
1850,Standard,0.1,2
1851,Standard,0.6,2
1852,Standard,0.4,2
1853,Standard,1.0,2
1854,Touring,0.7,3
1855,Road,0.7,1
1856,Standard,0.4,2
1857,Standard,1.0,2
1858,Standard,0.3,2
1859,Standard,0.8,2
1860,Standard,0.7,2
1861,Touring,0.3,3
1862,Standard,0.3,2
1863,Standard,0.8,2
1864,Road,0.4,1
1865,Standard,0.6,2
1866,Standard,0.2,2
1867,Standard,0.5,2
1868,Standard,0.3,2
1869,Standard,0.5,2
1870,Road,0.9,1
1871,Standard,0.3,2
1872,Standard,0.1,2
1873,Standard,0.9,2
1874,Standard,0.7,2
1875,Standard,0.5,2
1876,Road,1.0,1
1877,Standard,0.7,2
1878,Standard,1.0,2
1879,Standard,0.4,2
1880,Standard,0.5,2
1881,Standard,0.4,2
1882,Touring,0.8,3
1883,Standard,0.0,2
1884,Road,0.7,1
1885,Standard,0.7,2
1886,Road,0.2,1
1887,Standard,0.3,2
1888,Standard,0.5,2
1889,Standard,0.9,2
1890,Standard,0.5,2
1891,Standard,0.7,2
1892,Standard,0.8,2
1893,Mountain,0.4,0
1894,Road,0.4,1
1895,Standard,0.2,2
1896,Standard,0.6,2
1897,Standard,0.5,2
1898,Standard,0.7,2
1899,Road,0.4,1
1900,Standard,0.9,2
1901,Standard,0.9,2
1902,Standard,0.7,2
1903,Standard,0.9,2
1904,Road,0.5,1
1905,Road,0.5,1
1906,Touring,0.2,3
1907,Standard,0.7,2
1908,Road,0.3,1
1909,Standard,0.3,2
1910,Standard,0.6,2
1911,Touring,0.4,3
1912,Standard,0.7,2
1913,Road,0.3,1
1914,Road,0.1,1
1915,Standard,0.0,2
1916,Standard,0.9,2
1917,Standard,0.4,2
1918,Standard,0.9,2
1919,Road,0.7,1
1920,Standard,0.4,2
1921,Standard,0.3,2
1922,Standard,0.9,2
1923,Standard,0.8,2
1924,Road,0.2,1
1925,Standard,0.6,2
1926,Standard,0.9,2
1927,Road,0.4,1
1928,Road,0.0,1
1929,Standard,0.1,2
1930,Road,0.9,1
1931,Road,0.1,1
1932,Touring,0.6,3
1933,Touring,0.3,3
1934,Standard,0.9,2
1935,Road,0.8,1
1936,Standard,1.0,2
1937,Standard,0.4,2
1938,Standard,0.1,2
1939,Touring,0.7,3
1940,Standard,0.5,2
1941,Standard,0.6,2
1942,Road,0.5,1
1943,Standard,0.6,2
1944,Standard,0.4,2
1945,Standard,0.6,2
1946,Standard,0.6,2
1947,Standard,0.6,2
1948,Standard,0.6,2
1949,Standard,0.8,2
1950,Standard,0.9,2
1951,Standard,0.7,2
1952,Standard,0.7,2
1953,Road,0.6,1
1954,Road,0.2,1
1955,Touring,0.7,3
1956,Standard,0.6,2
1957,Standard,0.9,2
1958,Standard,0.6,2
1959,Standard,0.1,2
1960,Standard,0.4,2
1961,Road,0.7,1
1962,Standard,0.5,2
1963,Standard,0.2,2
1964,Standard,0.5,2
1965,Road,0.9,1
1966,Standard,0.7,2
1967,Standard,0.7,2
1968,Road,1.0,1
1969,Standard,0.8,2
1970,Standard,0.6,2
1971,Standard,0.5,2
1972,Standard,0.6,2
1973,Standard,0.7,2
1974,Standard,0.6,2
1975,Standard,0.6,2
1976,Standard,0.9,2
1977,Road,0.6,1
1978,Road,0.5,1
1979,Touring,0.3,3
1980,Standard,0.4,2
1981,Standard,1.0,2
1982,Standard,0.7,2
1983,Standard,0.7,2
1984,Mountain,1.0,0
1985,Standard,0.5,2
1986,Standard,1.0,2
1987,Standard,0.6,2
1988,Standard,0.7,2
1989,Road,0.6,1
1990,Standard,0.4,2
1991,Standard,0.3,2
1992,Road,0.3,1
1993,Standard,0.7,2
1994,Touring,0.5,3
1995,Standard,0.3,2
1996,Standard,0.7,2
1997,Standard,0.5,2
1998,Standard,0.8,2
1999,Road,0.6,1
2000,Touring,0.9,3
2001,Standard,0.8,2
2002,Standard,0.7,2
2003,Standard,0.9,2
2004,Road,0.4,1
2005,Standard,0.2,2
2006,Standard,0.6,2
2007,Standard,0.7,2
2008,Road,0.7,1
2009,Standard,0.6,2
2010,Road,0.7,1
2011,Mountain,0.8,0
2012,Road,0.4,1
2013,Standard,0.6,2
2014,Standard,0.5,2
2015,Standard,0.6,2
2016,Standard,0.4,2
2017,Road,0.6,1
2018,Standard,0.7,2
2019,Standard,0.4,2
2020,Touring,0.8,3
2021,Standard,0.4,2
2022,Standard,1.0,2
2023,Road,0.5,1
2024,Standard,0.6,2
2025,Standard,0.7,2
2026,Touring,0.8,3
2027,Standard,0.4,2
2028,Touring,0.7,3
2029,Touring,0.6,3
2030,Standard,0.7,2
2031,Standard,1.0,2
2032,Standard,0.7,2
2033,Standard,0.4,2
2034,Standard,0.5,2
2035,Standard,0.2,2
2036,Road,0.7,1
2037,Standard,0.1,2
2038,Road,1.0,1
2039,Standard,0.6,2
2040,Standard,0.8,2
2041,Standard,1.0,2
2042,Standard,0.6,2
2043,Road,0.5,1
2044,Standard,1.0,2
2045,Road,0.1,1
2046,Standard,0.7,2
2047,Standard,0.9,2
2048,Standard,0.9,2
2049,Standard,0.0,2
2050,Standard,0.8,2
2051,Standard,0.6,2
2052,Standard,0.6,2
2053,Standard,0.5,2
2054,Standard,0.2,2
2055,Standard,0.8,2
2056,Touring,0.8,3
2057,Standard,0.3,2
2058,Standard,0.4,2
2059,Standard,0.3,2
2060,Standard,0.6,2
2061,Standard,0.8,2
2062,Standard,0.4,2
2063,Standard,0.5,2
2064,Standard,0.3,2
2065,Standard,0.1,2
2066,Standard,0.4,2
2067,Standard,0.9,2
2068,Standard,0.7,2
2069,Standard,1.0,2
2070,Touring,0.5,3
2071,Touring,0.1,3
2072,Standard,0.6,2
2073,Road,0.3,1
2074,Standard,0.7,2
2075,Standard,0.9,2
2076,Standard,0.1,2
2077,Standard,0.8,2
2078,Standard,0.1,2
2079,Standard,0.6,2
2080,Standard,0.4,2
2081,Standard,0.6,2
2082,Standard,0.8,2
2083,Standard,0.8,2
2084,Standard,0.6,2
2085,Standard,0.7,2
2086,Standard,0.6,2
2087,Standard,0.7,2
2088,Standard,0.3,2
2089,Standard,0.6,2
2090,Standard,0.8,2
2091,Standard,0.6,2
2092,Standard,0.2,2
2093,Standard,0.8,2
2094,Road,0.6,1
2095,Standard,0.6,2
2096,Standard,1.0,2
2097,Standard,0.2,2
2098,Standard,0.9,2
2099,Standard,0.6,2
2100,Road,0.7,1
2101,Standard,0.8,2
2102,Standard,0.9,2
2103,Road,0.4,1
2104,Standard,0.4,2
2105,Standard,0.3,2
2106,Standard,0.8,2
2107,Touring,0.8,3
2108,Touring,0.6,3
2109,Mountain,0.5,0
2110,Standard,0.5,2
2111,Road,0.7,1
2112,Standard,1.0,2
2113,Standard,0.8,2
2114,Road,0.6,1
2115,Standard,0.8,2
2116,Standard,0.7,2
2117,Road,0.9,1
2118,Standard,0.9,2
2119,Standard,0.6,2
2120,Standard,0.2,2
2121,Road,0.5,1
2122,Standard,0.5,2
2123,Standard,0.9,2
2124,Road,0.5,1
2125,Road,0.4,1
2126,Standard,0.4,2
2127,Standard,0.6,2
2128,Standard,0.4,2
2129,Standard,0.4,2
2130,Road,0.7,1
2131,Standard,0.8,2
2132,Standard,0.1,2
2133,Standard,0.8,2
2134,Standard,0.9,2
2135,Standard,0.6,2
2136,Touring,0.7,3
2137,Road,0.7,1
2138,Standard,0.4,2
2139,Road,0.7,1
2140,Standard,0.3,2
2141,Standard,0.8,2
2142,Standard,0.6,2
2143,Standard,0.6,2
2144,Touring,0.8,3
2145,Standard,0.4,2
2146,Road,0.6,1
2147,Standard,0.6,2
2148,Standard,0.6,2
2149,Standard,0.4,2
2150,Road,0.5,1
2151,Standard,0.4,2
2152,Road,0.5,1
2153,Road,0.7,1
2154,Touring,0.9,3
2155,Standard,0.7,2
2156,Road,0.5,1
2157,Standard,0.6,2
2158,Standard,0.4,2
2159,Standard,0.7,2
2160,Standard,0.7,2
2161,Standard,0.1,2
2162,Standard,0.5,2
2163,Standard,0.4,2
2164,Standard,0.7,2
2165,Road,0.3,1
2166,Standard,0.5,2
2167,Standard,0.8,2
2168,Standard,0.7,2
2169,Standard,0.7,2
2170,Standard,0.9,2
2171,Standard,0.4,2
2172,Road,0.5,1
2173,Road,0.6,1
2174,Road,0.3,1
2175,Standard,1.0,2
2176,Standard,0.7,2
2177,Standard,0.7,2
2178,Standard,0.8,2
2179,Standard,0.7,2
2180,Standard,0.6,2
2181,Standard,0.6,2
2182,Standard,0.9,2
2183,Touring,0.9,3
2184,Standard,0.5,2
2185,Standard,0.5,2
2186,Road,0.1,1
2187,Standard,0.9,2
2188,Road,0.4,1
2189,Standard,0.7,2
2190,Standard,0.4,2
2191,Standard,0.7,2
2192,Standard,0.9,2
2193,Mountain,0.5,0
2194,Standard,0.3,2
2195,Standard,0.5,2
2196,Standard,0.6,2
2197,Standard,0.6,2
2198,Touring,0.5,3
2199,Standard,0.6,2
2200,Road,0.9,1
2201,Standard,0.5,2
2202,Standard,0.7,2
2203,Standard,0.4,2
2204,Standard,0.8,2
2205,Standard,0.8,2
2206,Road,0.4,1
2207,Road,0.4,1
2208,Standard,0.6,2
2209,Standard,0.4,2
2210,Standard,0.4,2
2211,Standard,0.8,2
2212,Standard,0.9,2
2213,Standard,0.5,2
2214,Standard,0.1,2
2215,Touring,1.0,3
2216,Standard,0.4,2
2217,Standard,0.8,2
2218,Standard,0.9,2
2219,Standard,0.6,2
2220,Road,0.4,1
2221,Standard,0.2,2
2222,Standard,0.8,2
2223,Standard,1.0,2
2224,Standard,0.7,2
2225,Standard,1.0,2
2226,Standard,0.8,2
2227,Standard,0.8,2
2228,Standard,1.0,2
2229,Standard,0.9,2
2230,Standard,0.8,2
2231,Touring,0.6,3
2232,Road,0.7,1
2233,Touring,0.6,3
2234,Standard,0.4,2
2235,Road,0.5,1
2236,Road,0.6,1
2237,Standard,0.4,2
2238,Road,0.6,1
2239,Standard,0.7,2
2240,Mountain,0.9,0
2241,Standard,1.0,2
2242,Road,0.6,1
2243,Standard,0.3,2
2244,Standard,0.7,2
2245,Standard,0.2,2
2246,Touring,0.4,3
2247,Standard,0.9,2
2248,Standard,0.8,2
2249,Road,0.0,1
2250,Standard,0.4,2
2251,Touring,0.6,3
2252,Standard,0.8,2
2253,Standard,0.7,2
2254,Road,0.9,1
2255,Road,1.0,1
