,wealth_segment,RFM_Score ,wealth_segment_encoded,cluster
807,Mass Customer,0.3,2,1
808,Mass Customer,0.9,2,1
809,Affluent Customer,0.1,0,2
810,High Net Worth,0.6,1,0
811,Mass Customer,0.2,2,1
812,Mass Customer,0.7,2,1
813,Mass Customer,0.7,2,1
814,High Net Worth,0.5,1,0
815,Mass Customer,0.6,2,1
816,Mass Customer,0.4,2,1
817,High Net Worth,0.6,1,0
818,Affluent Customer,0.9,0,2
819,Mass Customer,0.8,2,1
820,Mass Customer,0.6,2,1
821,Mass Customer,0.6,2,1
822,High Net Worth,0.8,1,0
823,High Net Worth,0.6,1,0
824,Affluent Customer,0.8,0,2
825,Mass Customer,0.2,2,1
826,High Net Worth,0.9,1,0
827,Affluent Customer,0.4,0,2
828,Mass Customer,0.9,2,1
829,Mass Customer,0.8,2,1
830,High Net Worth,0.9,1,0
831,Mass Customer,0.4,2,1
832,High Net Worth,0.8,1,0
833,Mass Customer,1.0,2,1
834,Affluent Customer,0.3,0,2
835,Affluent Customer,0.7,0,2
836,High Net Worth,0.9,1,0
837,Affluent Customer,0.9,0,2
838,High Net Worth,0.7,1,0
839,High Net Worth,0.5,1,0
840,Affluent Customer,0.5,0,2
841,High Net Worth,1.0,1,0
842,High Net Worth,0.9,1,0
843,Affluent Customer,0.8,0,2
844,Mass Customer,0.8,2,1
845,Affluent Customer,0.4,0,2
846,High Net Worth,0.8,1,0
847,Mass Customer,0.9,2,1
848,Mass Customer,0.7,2,1
849,High Net Worth,0.7,1,0
850,Affluent Customer,0.3,0,2
851,High Net Worth,0.6,1,0
852,High Net Worth,0.4,1,0
853,Mass Customer,0.9,2,1
854,Mass Customer,0.9,2,1
855,High Net Worth,0.3,1,0
856,Affluent Customer,0.5,0,2
857,Affluent Customer,0.5,0,2
858,Affluent Customer,0.9,0,2
859,Affluent Customer,0.1,0,2
860,Affluent Customer,1.0,0,2
861,High Net Worth,0.4,1,0
862,High Net Worth,0.9,1,0
863,Mass Customer,0.2,2,1
864,High Net Worth,0.7,1,0
865,Affluent Customer,0.7,0,2
866,High Net Worth,0.9,1,0
867,High Net Worth,0.9,1,0
868,Mass Customer,0.5,2,1
869,Mass Customer,0.4,2,1
870,High Net Worth,0.6,1,0
871,Mass Customer,0.7,2,1
872,High Net Worth,0.4,1,0
873,Mass Customer,0.1,2,1
874,High Net Worth,0.6,1,0
875,Affluent Customer,0.3,0,2
876,Affluent Customer,1.0,0,2
877,Mass Customer,0.1,2,1
878,High Net Worth,0.5,1,0
879,High Net Worth,0.6,1,0
880,Mass Customer,0.5,2,1
881,Mass Customer,0.3,2,1
882,High Net Worth,0.7,1,0
883,High Net Worth,0.7,1,0
884,Affluent Customer,0.3,0,2
885,High Net Worth,0.2,1,0
886,Affluent Customer,0.1,0,2
887,Mass Customer,0.5,2,1
888,Mass Customer,0.4,2,1
889,Mass Customer,0.9,2,1
890,Mass Customer,0.4,2,1
891,Mass Customer,0.4,2,1
892,Mass Customer,0.6,2,1
893,Mass Customer,0.4,2,1
894,Affluent Customer,0.2,0,2
895,High Net Worth,0.9,1,0
896,Mass Customer,0.2,2,1
897,Mass Customer,0.8,2,1
898,Affluent Customer,0.6,0,2
899,Mass Customer,0.7,2,1
900,High Net Worth,0.9,1,0
901,Mass Customer,0.6,2,1
902,High Net Worth,0.5,1,0
903,Mass Customer,0.4,2,1
904,Mass Customer,0.4,2,1
905,Mass Customer,0.9,2,1
906,Mass Customer,0.2,2,1
907,Mass Customer,0.4,2,1
908,Mass Customer,0.6,2,1
909,High Net Worth,0.4,1,0
910,Affluent Customer,0.7,0,2
911,Affluent Customer,0.7,0,2
912,Mass Customer,0.3,2,1
913,Mass Customer,0.6,2,1
914,Mass Customer,0.1,2,1
915,Mass Customer,0.4,2,1
916,Mass Customer,0.5,2,1
917,Mass Customer,0.7,2,1
918,Mass Customer,0.6,2,1
919,Mass Customer,0.3,2,1
920,Affluent Customer,0.5,0,2
921,Mass Customer,0.3,2,1
922,Affluent Customer,0.3,0,2
923,Mass Customer,0.6,2,1
924,Mass Customer,0.4,2,1
925,Mass Customer,0.3,2,1
926,Affluent Customer,0.6,0,2
927,Mass Customer,0.0,2,1
928,Mass Customer,0.4,2,1
929,Mass Customer,0.6,2,1
930,High Net Worth,0.3,1,0
931,Mass Customer,0.5,2,1
932,High Net Worth,0.5,1,0
933,High Net Worth,0.3,1,0
934,Mass Customer,0.6,2,1
935,Mass Customer,0.6,2,1
936,Mass Customer,0.7,2,1
937,Mass Customer,0.3,2,1
938,High Net Worth,1.0,1,0
939,Mass Customer,0.7,2,1
940,Mass Customer,0.5,2,1
941,High Net Worth,0.7,1,0
942,Mass Customer,0.6,2,1
943,Mass Customer,0.6,2,1
944,Mass Customer,0.0,2,1
945,Affluent Customer,0.4,0,2
946,Mass Customer,0.7,2,1
947,Affluent Customer,0.5,0,2
948,High Net Worth,0.2,1,0
949,Mass Customer,0.5,2,1
950,Mass Customer,0.3,2,1
951,High Net Worth,0.4,1,0
952,High Net Worth,0.3,1,0
953,Affluent Customer,0.4,0,2
954,Affluent Customer,0.2,0,2
955,Mass Customer,0.9,2,1
956,High Net Worth,0.7,1,0
957,Affluent Customer,0.4,0,2
958,Mass Customer,0.9,2,1
959,Affluent Customer,0.4,0,2
960,Mass Customer,0.3,2,1
961,Affluent Customer,0.7,0,2
962,Mass Customer,0.4,2,1
963,Mass Customer,0.7,2,1
964,Mass Customer,0.7,2,1
965,High Net Worth,0.8,1,0
966,Affluent Customer,0.9,0,2
967,Mass Customer,0.3,2,1
968,Mass Customer,0.3,2,1
969,Affluent Customer,0.7,0,2
970,High Net Worth,0.6,1,0
971,High Net Worth,0.8,1,0
972,Mass Customer,1.0,2,1
973,Mass Customer,0.6,2,1
974,High Net Worth,0.9,1,0
975,Mass Customer,0.8,2,1
976,Mass Customer,0.3,2,1
977,Mass Customer,0.6,2,1
978,High Net Worth,0.0,1,0
979,Mass Customer,0.9,2,1
980,Mass Customer,0.6,2,1
981,High Net Worth,0.6,1,0
982,Mass Customer,0.6,2,1
983,Mass Customer,0.8,2,1
984,Affluent Customer,0.3,0,2
985,Affluent Customer,0.3,0,2
986,Mass Customer,0.7,2,1
987,Mass Customer,0.5,2,1
988,Mass Customer,0.8,2,1
989,Mass Customer,0.6,2,1
990,Affluent Customer,0.4,0,2
991,Mass Customer,0.7,2,1
992,Mass Customer,0.3,2,1
993,Mass Customer,0.7,2,1
994,High Net Worth,0.6,1,0
995,Affluent Customer,0.9,0,2
996,Affluent Customer,0.7,0,2
997,Affluent Customer,0.6,0,2
998,High Net Worth,0.2,1,0
999,Affluent Customer,0.6,0,2
1000,Mass Customer,0.5,2,1
1001,Affluent Customer,0.9,0,2
1002,High Net Worth,0.1,1,0
1003,High Net Worth,0.2,1,0
1004,Affluent Customer,0.9,0,2
1005,High Net Worth,0.6,1,0
1006,High Net Worth,0.4,1,0
1007,High Net Worth,0.3,1,0
1008,Affluent Customer,0.5,0,2
1009,Mass Customer,0.7,2,1
1010,Affluent Customer,0.4,0,2
1011,Mass Customer,0.4,2,1
1012,High Net Worth,0.6,1,0
1013,Mass Customer,0.5,2,1
1014,Mass Customer,0.6,2,1
1015,Affluent Customer,0.8,0,2
1016,Affluent Customer,0.5,0,2
1017,Affluent Customer,0.9,0,2
1018,Mass Customer,0.9,2,1
1019,Affluent Customer,0.6,0,2
1020,High Net Worth,0.9,1,0
1021,Affluent Customer,0.4,0,2
1022,Mass Customer,0.6,2,1
1023,High Net Worth,0.8,1,0
1024,Mass Customer,0.7,2,1
1025,Mass Customer,0.9,2,1
1026,High Net Worth,0.9,1,0
1027,High Net Worth,0.7,1,0
1028,Mass Customer,0.7,2,1
1029,High Net Worth,0.6,1,0
1030,Affluent Customer,0.5,0,2
1031,Mass Customer,0.3,2,1
1032,Mass Customer,0.4,2,1
1033,High Net Worth,0.5,1,0
1034,Mass Customer,0.3,2,1
1035,Affluent Customer,0.9,0,2
1036,Mass Customer,0.1,2,1
1037,High Net Worth,0.7,1,0
1038,Affluent Customer,0.8,0,2
1039,Mass Customer,0.9,2,1
1040,Affluent Customer,0.7,0,2
1041,Mass Customer,0.7,2,1
1042,Mass Customer,0.4,2,1
1043,Mass Customer,0.6,2,1
1044,High Net Worth,0.7,1,0
1045,Affluent Customer,0.3,0,2
1046,Affluent Customer,0.3,0,2
1047,High Net Worth,0.4,1,0
1048,Affluent Customer,0.2,0,2
1049,Mass Customer,0.8,2,1
1050,Mass Customer,0.3,2,1
1051,Affluent Customer,0.1,0,2
1052,High Net Worth,0.8,1,0
1053,Mass Customer,0.4,2,1
1054,Mass Customer,0.2,2,1
1055,Mass Customer,0.7,2,1
1056,Affluent Customer,0.8,0,2
1057,Affluent Customer,0.7,0,2
1058,High Net Worth,0.4,1,0
1059,Mass Customer,0.4,2,1
1060,High Net Worth,0.8,1,0
1061,Mass Customer,0.9,2,1
1062,High Net Worth,0.7,1,0
1063,Affluent Customer,0.8,0,2
1064,Mass Customer,0.7,2,1
1065,High Net Worth,0.5,1,0
1066,High Net Worth,0.4,1,0
1067,Mass Customer,0.3,2,1
1068,High Net Worth,0.1,1,0
1069,High Net Worth,0.7,1,0
1070,High Net Worth,0.0,1,0
1071,Affluent Customer,0.4,0,2
1072,Mass Customer,0.9,2,1
1073,High Net Worth,0.5,1,0
1074,Mass Customer,0.8,2,1
1075,High Net Worth,0.9,1,0
1076,Affluent Customer,0.2,0,2
1077,Mass Customer,0.4,2,1
1078,High Net Worth,0.5,1,0
1079,High Net Worth,0.6,1,0
1080,Mass Customer,0.4,2,1
1081,Mass Customer,0.4,2,1
1082,Mass Customer,0.3,2,1
1083,Mass Customer,0.7,2,1
1084,Mass Customer,0.8,2,1
1085,Affluent Customer,0.5,0,2
1086,Affluent Customer,0.7,0,2
1087,Mass Customer,0.3,2,1
1088,High Net Worth,0.2,1,0
1089,Affluent Customer,0.6,0,2
1090,High Net Worth,0.7,1,0
1091,Mass Customer,1.0,2,1
1092,Affluent Customer,0.5,0,2
1093,Mass Customer,0.0,2,1
1094,High Net Worth,0.9,1,0
1095,High Net Worth,0.6,1,0
1096,Mass Customer,0.6,2,1
1097,Affluent Customer,0.3,0,2
1098,Affluent Customer,0.9,0,2
1099,Mass Customer,0.2,2,1
1100,Mass Customer,0.6,2,1
1101,High Net Worth,0.4,1,0
1102,Mass Customer,0.6,2,1
1103,Affluent Customer,0.0,0,2
1104,Mass Customer,0.8,2,1
1105,Mass Customer,0.8,2,1
1106,High Net Worth,0.9,1,0
1107,Affluent Customer,0.4,0,2
1108,High Net Worth,0.3,1,0
1109,Affluent Customer,0.9,0,2
1110,Mass Customer,0.2,2,1
1111,Affluent Customer,0.9,0,2
1112,Affluent Customer,0.9,0,2
1113,Mass Customer,0.3,2,1
1114,Affluent Customer,0.6,0,2
1115,Affluent Customer,0.7,0,2
1116,Mass Customer,0.8,2,1
1117,Mass Customer,0.2,2,1
1118,Mass Customer,0.6,2,1
1119,Mass Customer,1.0,2,1
1120,High Net Worth,0.9,1,0
1121,Affluent Customer,0.8,0,2
1122,Mass Customer,1.0,2,1
1123,High Net Worth,0.9,1,0
1124,Mass Customer,1.0,2,1
1125,Affluent Customer,0.8,0,2
1126,Affluent Customer,0.5,0,2
1127,High Net Worth,0.8,1,0
1128,Mass Customer,0.6,2,1
1129,Mass Customer,0.6,2,1
1130,Affluent Customer,0.7,0,2
1131,High Net Worth,0.9,1,0
1132,Mass Customer,0.6,2,1
1133,Mass Customer,0.6,2,1
1134,Affluent Customer,0.6,0,2
1135,High Net Worth,0.6,1,0
1136,Mass Customer,0.8,2,1
1137,Mass Customer,0.7,2,1
1138,Mass Customer,0.7,2,1
1139,High Net Worth,0.9,1,0
1140,High Net Worth,0.5,1,0
1141,Mass Customer,0.1,2,1
1142,Mass Customer,1.0,2,1
1143,Mass Customer,0.9,2,1
1144,Affluent Customer,0.7,0,2
1145,Mass Customer,0.5,2,1
1146,Mass Customer,0.4,2,1
1147,Mass Customer,0.7,2,1
1148,Affluent Customer,0.6,0,2
1149,High Net Worth,0.7,1,0
1150,Mass Customer,0.6,2,1
1151,Affluent Customer,0.9,0,2
1152,Affluent Customer,0.6,0,2
1153,Affluent Customer,0.1,0,2
1154,Mass Customer,0.7,2,1
1155,Affluent Customer,0.7,0,2
1156,Mass Customer,0.3,2,1
1157,Mass Customer,0.3,2,1
1158,High Net Worth,0.5,1,0
1159,Affluent Customer,0.5,0,2
1160,High Net Worth,0.9,1,0
1161,High Net Worth,0.6,1,0
1162,High Net Worth,0.7,1,0
1163,Mass Customer,0.9,2,1
1164,High Net Worth,0.5,1,0
1165,Mass Customer,0.9,2,1
1166,High Net Worth,0.5,1,0
1167,Mass Customer,0.4,2,1
1168,Mass Customer,0.1,2,1
1169,High Net Worth,0.5,1,0
1170,Mass Customer,0.1,2,1
1171,Affluent Customer,0.4,0,2
1172,Mass Customer,0.9,2,1
1173,Mass Customer,1.0,2,1
1174,Affluent Customer,0.5,0,2
1175,Mass Customer,0.7,2,1
1176,High Net Worth,0.5,1,0
1177,High Net Worth,0.9,1,0
1178,High Net Worth,0.8,1,0
1179,Mass Customer,0.7,2,1
1180,Affluent Customer,0.6,0,2
1181,Affluent Customer,0.4,0,2
1182,Mass Customer,0.6,2,1
1183,Mass Customer,0.8,2,1
1184,Mass Customer,0.3,2,1
1185,Affluent Customer,0.5,0,2
1186,Mass Customer,0.0,2,1
1187,Affluent Customer,0.9,0,2
1188,High Net Worth,0.5,1,0
1189,Mass Customer,0.4,2,1
1190,High Net Worth,0.3,1,0
1191,High Net Worth,0.9,1,0
1192,High Net Worth,0.7,1,0
1193,Mass Customer,0.5,2,1
1194,Affluent Customer,0.1,0,2
1195,Mass Customer,0.4,2,1
1196,Affluent Customer,0.9,0,2
1197,High Net Worth,0.0,1,0
1198,High Net Worth,0.7,1,0
1199,Mass Customer,0.7,2,1
1200,Mass Customer,0.6,2,1
1201,Mass Customer,0.4,2,1
1202,Mass Customer,0.9,2,1
1203,Mass Customer,0.5,2,1
1204,Affluent Customer,0.7,0,2
1205,High Net Worth,0.9,1,0
1206,Mass Customer,0.6,2,1
1207,Mass Customer,0.4,2,1
1208,Mass Customer,0.6,2,1
1209,High Net Worth,0.3,1,0
1210,Mass Customer,0.9,2,1
1211,High Net Worth,0.6,1,0
1212,Mass Customer,1.0,2,1
1213,High Net Worth,0.8,1,0
1214,High Net Worth,0.7,1,0
1215,Affluent Customer,0.1,0,2
1216,High Net Worth,0.4,1,0
1217,Affluent Customer,0.7,0,2
1218,Mass Customer,0.4,2,1
1219,High Net Worth,0.7,1,0
1220,Mass Customer,0.1,2,1
1221,High Net Worth,0.9,1,0
1222,High Net Worth,0.1,1,0
1223,Mass Customer,0.6,2,1
1224,Mass Customer,0.6,2,1
1225,Mass Customer,0.7,2,1
1226,Mass Customer,0.8,2,1
1227,High Net Worth,0.5,1,0
1228,Mass Customer,0.9,2,1
1229,Mass Customer,0.6,2,1
1230,Mass Customer,0.4,2,1
1231,Affluent Customer,0.5,0,2
1232,High Net Worth,0.6,1,0
1233,Mass Customer,0.9,2,1
1234,Affluent Customer,0.8,0,2
1235,Affluent Customer,0.5,0,2
1236,High Net Worth,0.6,1,0
1237,Mass Customer,0.7,2,1
1238,Mass Customer,0.5,2,1
1239,Affluent Customer,0.7,0,2
1240,High Net Worth,0.4,1,0
1241,Mass Customer,0.8,2,1
1242,Mass Customer,0.4,2,1
1243,Affluent Customer,0.2,0,2
1244,Affluent Customer,0.9,0,2
1245,High Net Worth,0.6,1,0
1246,Mass Customer,0.3,2,1
1247,Affluent Customer,0.6,0,2
1248,Mass Customer,0.2,2,1
1249,High Net Worth,0.7,1,0
1250,Affluent Customer,0.3,0,2
1251,Mass Customer,0.8,2,1
1252,Mass Customer,0.7,2,1
1253,Mass Customer,0.9,2,1
1254,Mass Customer,0.4,2,1
1255,Mass Customer,0.1,2,1
1256,Affluent Customer,0.0,0,2
1257,Affluent Customer,0.7,0,2
1258,High Net Worth,0.3,1,0
1259,Mass Customer,0.3,2,1
1260,High Net Worth,0.9,1,0
1261,High Net Worth,0.8,1,0
1262,Affluent Customer,0.6,0,2
1263,Mass Customer,0.8,2,1
1264,Affluent Customer,1.0,0,2
1265,High Net Worth,0.7,1,0
1266,Mass Customer,0.4,2,1
1267,Mass Customer,0.1,2,1
1268,Mass Customer,0.4,2,1
1269,High Net Worth,0.7,1,0
1270,Mass Customer,0.7,2,1
1271,Mass Customer,0.6,2,1
1272,Mass Customer,0.8,2,1
1273,Mass Customer,0.8,2,1
1274,Mass Customer,0.9,2,1
1275,Affluent Customer,0.6,0,2
1276,Mass Customer,0.7,2,1
1277,Affluent Customer,0.8,0,2
1278,High Net Worth,0.5,1,0
1279,Affluent Customer,0.6,0,2
1280,Mass Customer,0.9,2,1
1281,High Net Worth,0.3,1,0
1282,High Net Worth,0.0,1,0
1283,High Net Worth,0.4,1,0
1284,Mass Customer,0.6,2,1
1285,Mass Customer,0.7,2,1
1286,Mass Customer,0.3,2,1
1287,Affluent Customer,0.4,0,2
1288,Mass Customer,0.5,2,1
1289,Mass Customer,0.5,2,1
1290,Mass Customer,0.3,2,1
1291,High Net Worth,0.7,1,0
1292,High Net Worth,0.9,1,0
1293,Affluent Customer,0.7,0,2
1294,Affluent Customer,0.6,0,2
1295,High Net Worth,0.1,1,0
1296,Mass Customer,0.7,2,1
1297,Mass Customer,0.4,2,1
1298,High Net Worth,0.5,1,0
1299,Mass Customer,0.7,2,1
1300,Affluent Customer,1.0,0,2
1301,High Net Worth,0.4,1,0
1302,High Net Worth,0.4,1,0
1303,High Net Worth,0.4,1,0
1304,Mass Customer,0.4,2,1
1305,Mass Customer,0.1,2,1
1306,Mass Customer,0.6,2,1
1307,Mass Customer,0.9,2,1
1308,Mass Customer,0.7,2,1
1309,Mass Customer,0.4,2,1
1310,Affluent Customer,0.9,0,2
1311,High Net Worth,0.1,1,0
1312,Affluent Customer,0.7,0,2
1313,Mass Customer,0.6,2,1
1314,Mass Customer,1.0,2,1
1315,Mass Customer,0.9,2,1
1316,Mass Customer,1.0,2,1
1317,Affluent Customer,0.6,0,2
1318,Affluent Customer,0.8,0,2
1319,High Net Worth,0.8,1,0
1320,High Net Worth,0.8,1,0
1321,High Net Worth,0.7,1,0
1322,Mass Customer,0.7,2,1
1323,Mass Customer,0.9,2,1
1324,Mass Customer,0.6,2,1
1325,High Net Worth,0.9,1,0
1326,High Net Worth,0.6,1,0
1327,Mass Customer,0.3,2,1
1328,Affluent Customer,0.2,0,2
1329,High Net Worth,0.8,1,0
1330,Affluent Customer,0.6,0,2
1331,Mass Customer,0.5,2,1
1332,Affluent Customer,0.4,0,2
1333,Mass Customer,0.9,2,1
1334,Affluent Customer,0.4,0,2
1335,Mass Customer,0.1,2,1
1336,Affluent Customer,0.7,0,2
1337,Mass Customer,0.5,2,1
1338,Mass Customer,0.4,2,1
1339,High Net Worth,0.8,1,0
1340,Affluent Customer,0.6,0,2
1341,Mass Customer,0.9,2,1
1342,Mass Customer,0.2,2,1
1343,Mass Customer,0.0,2,1
1344,Mass Customer,0.4,2,1
1345,Mass Customer,0.4,2,1
1346,Affluent Customer,0.5,0,2
1347,Mass Customer,0.4,2,1
1348,Mass Customer,0.7,2,1
1349,Mass Customer,0.6,2,1
1350,High Net Worth,0.6,1,0
1351,Mass Customer,0.7,2,1
1352,Mass Customer,0.5,2,1
1353,Mass Customer,0.2,2,1
1354,High Net Worth,1.0,1,0
1355,High Net Worth,0.6,1,0
1356,Affluent Customer,0.9,0,2
1357,High Net Worth,0.5,1,0
1358,High Net Worth,0.8,1,0
1359,Affluent Customer,0.7,0,2
1360,Affluent Customer,0.7,0,2
1361,Mass Customer,0.9,2,1
1362,High Net Worth,0.6,1,0
1363,High Net Worth,0.3,1,0
1364,Mass Customer,0.3,2,1
1365,High Net Worth,0.2,1,0
1366,Mass Customer,0.5,2,1
1367,Mass Customer,0.6,2,1
1368,Mass Customer,0.4,2,1
1369,Affluent Customer,0.6,0,2
1370,Affluent Customer,0.6,0,2
1371,Mass Customer,0.6,2,1
1372,Mass Customer,0.3,2,1
1373,High Net Worth,0.7,1,0
1374,Affluent Customer,1.0,0,2
1375,Mass Customer,0.9,2,1
1376,Mass Customer,0.2,2,1
1377,Mass Customer,0.8,2,1
1378,High Net Worth,0.3,1,0
1379,Affluent Customer,0.8,0,2
1380,Mass Customer,0.9,2,1
1381,Mass Customer,0.3,2,1
1382,High Net Worth,0.5,1,0
1383,Mass Customer,0.6,2,1
1384,Affluent Customer,0.3,0,2
1385,Mass Customer,0.4,2,1
1386,Mass Customer,0.4,2,1
1387,High Net Worth,0.5,1,0
1388,Mass Customer,0.4,2,1
1389,Mass Customer,0.4,2,1
1390,Mass Customer,0.9,2,1
1391,Mass Customer,0.2,2,1
1392,High Net Worth,0.6,1,0
1393,Affluent Customer,0.4,0,2
1394,Mass Customer,0.8,2,1
1395,Mass Customer,0.8,2,1
1396,Mass Customer,0.9,2,1
1397,Mass Customer,0.3,2,1
1398,Mass Customer,0.3,2,1
1399,Mass Customer,0.4,2,1
1400,Mass Customer,0.5,2,1
1401,Mass Customer,0.8,2,1
1402,High Net Worth,0.9,1,0
1403,Mass Customer,0.7,2,1
1404,Affluent Customer,0.8,0,2
1405,Mass Customer,0.3,2,1
1406,Mass Customer,0.4,2,1
1407,Affluent Customer,0.9,0,2
1408,High Net Worth,0.9,1,0
1409,Mass Customer,0.7,2,1
1410,Mass Customer,1.0,2,1
1411,Affluent Customer,0.4,0,2
1412,High Net Worth,0.6,1,0
1413,Affluent Customer,0.7,0,2
1414,Mass Customer,0.4,2,1
1415,Mass Customer,0.3,2,1
1416,Mass Customer,0.6,2,1
1417,Affluent Customer,0.7,0,2
1418,Affluent Customer,0.6,0,2
1419,Mass Customer,0.9,2,1
1420,High Net Worth,0.7,1,0
1421,Affluent Customer,0.4,0,2
1422,Mass Customer,0.7,2,1
1423,Mass Customer,0.5,2,1
1424,Mass Customer,0.7,2,1
1425,High Net Worth,0.8,1,0
1426,Mass Customer,0.3,2,1
1427,Mass Customer,0.9,2,1
1428,Affluent Customer,0.6,0,2
1429,Affluent Customer,0.7,0,2
1430,Affluent Customer,0.6,0,2
1431,Mass Customer,1.0,2,1
1432,Affluent Customer,0.9,0,2
1433,Mass Customer,0.7,2,1
1434,Mass Customer,1.0,2,1
1435,High Net Worth,0.2,1,0
1436,High Net Worth,0.9,1,0
1437,Affluent Customer,0.6,0,2
1438,Mass Customer,0.2,2,1
1439,Mass Customer,0.3,2,1
1440,High Net Worth,0.9,1,0
1441,Mass Customer,0.7,2,1
1442,Mass Customer,0.3,2,1
1443,Mass Customer,0.6,2,1
1444,High Net Worth,0.7,1,0
1445,Mass Customer,0.8,2,1
1446,Mass Customer,0.9,2,1
1447,Mass Customer,0.3,2,1
1448,Affluent Customer,0.4,0,2
1449,Mass Customer,0.4,2,1
1450,Affluent Customer,0.7,0,2
1451,Affluent Customer,0.5,0,2
1452,Mass Customer,0.6,2,1
1453,High Net Worth,0.1,1,0
1454,Affluent Customer,0.7,0,2
1455,Affluent Customer,0.3,0,2
1456,Mass Customer,0.1,2,1
1457,High Net Worth,0.5,1,0
1458,Affluent Customer,0.2,0,2
1459,Mass Customer,0.3,2,1
1460,High Net Worth,0.9,1,0
1461,Mass Customer,1.0,2,1
1462,High Net Worth,0.5,1,0
1463,Mass Customer,0.3,2,1
1464,High Net Worth,0.3,1,0
1465,Mass Customer,0.4,2,1
1466,Affluent Customer,0.4,0,2
1467,Affluent Customer,0.7,0,2
1468,Mass Customer,0.8,2,1
1469,Mass Customer,0.2,2,1
1470,Mass Customer,0.3,2,1
1471,Affluent Customer,0.7,0,2
1472,Mass Customer,0.4,2,1
1473,High Net Worth,0.3,1,0
1474,Mass Customer,0.9,2,1
1475,Mass Customer,0.5,2,1
1476,High Net Worth,0.9,1,0
1477,High Net Worth,0.8,1,0
1478,Mass Customer,0.7,2,1
1479,Mass Customer,0.7,2,1
1480,Mass Customer,0.5,2,1
1481,Mass Customer,0.2,2,1
1482,Mass Customer,0.7,2,1
1483,Mass Customer,0.9,2,1
1484,Affluent Customer,0.5,0,2
1485,Affluent Customer,0.6,0,2
1486,Mass Customer,0.7,2,1
1487,Mass Customer,0.6,2,1
1488,High Net Worth,0.9,1,0
1489,High Net Worth,0.1,1,0
1490,High Net Worth,0.7,1,0
1491,High Net Worth,0.7,1,0
1492,High Net Worth,0.5,1,0
1493,Affluent Customer,0.7,0,2
1494,Mass Customer,0.6,2,1
1495,Affluent Customer,0.4,0,2
1496,Affluent Customer,1.0,0,2
1497,Affluent Customer,0.1,0,2
1498,Affluent Customer,1.0,0,2
1499,Mass Customer,0.8,2,1
1500,High Net Worth,0.3,1,0
1501,High Net Worth,0.7,1,0
1502,High Net Worth,0.9,1,0
1503,Mass Customer,0.4,2,1
1504,Mass Customer,0.9,2,1
1505,Mass Customer,0.0,2,1
1506,Affluent Customer,0.6,0,2
1507,High Net Worth,0.2,1,0
1508,Mass Customer,0.5,2,1
1509,Affluent Customer,0.7,0,2
1510,High Net Worth,0.5,1,0
1511,High Net Worth,0.2,1,0
1512,Mass Customer,0.3,2,1
1513,Mass Customer,0.5,2,1
1514,Affluent Customer,0.8,0,2
1515,Mass Customer,0.3,2,1
1516,High Net Worth,0.9,1,0
1517,Affluent Customer,0.3,0,2
1518,High Net Worth,0.9,1,0
1519,High Net Worth,0.4,1,0
1520,Mass Customer,0.4,2,1
1521,Mass Customer,0.5,2,1
1522,Mass Customer,0.8,2,1
1523,Mass Customer,0.9,2,1
1524,High Net Worth,0.7,1,0
1525,High Net Worth,0.7,1,0
1526,Affluent Customer,0.1,0,2
1527,Affluent Customer,0.6,0,2
1528,Mass Customer,1.0,2,1
1529,Mass Customer,0.6,2,1
1530,Mass Customer,0.2,2,1
1531,Mass Customer,0.1,2,1
1532,Mass Customer,0.5,2,1
1533,Mass Customer,0.4,2,1
1534,Mass Customer,0.7,2,1
1535,Mass Customer,0.3,2,1
1536,Mass Customer,0.7,2,1
1537,Mass Customer,0.6,2,1
1538,Mass Customer,0.9,2,1
1539,High Net Worth,0.3,1,0
1540,Mass Customer,0.3,2,1
1541,Affluent Customer,0.6,0,2
1542,Mass Customer,0.6,2,1
1543,Mass Customer,1.0,2,1
1544,Mass Customer,0.1,2,1
1545,High Net Worth,0.3,1,0
1546,Mass Customer,0.4,2,1
1547,Mass Customer,0.2,2,1
1548,Mass Customer,1.0,2,1
1549,High Net Worth,0.7,1,0
1550,Mass Customer,0.6,2,1
1551,Affluent Customer,0.5,0,2
1552,Affluent Customer,0.7,0,2
1553,Mass Customer,1.0,2,1
1554,Mass Customer,0.7,2,1
1555,Mass Customer,0.7,2,1
1556,High Net Worth,0.8,1,0
1557,Mass Customer,0.4,2,1
1558,High Net Worth,0.9,1,0
1559,Mass Customer,0.5,2,1
1560,Affluent Customer,0.9,0,2
1561,Mass Customer,1.0,2,1
1562,Mass Customer,0.9,2,1
1563,Affluent Customer,0.8,0,2
1564,Mass Customer,0.5,2,1
1565,Affluent Customer,0.7,0,2
1566,Affluent Customer,0.6,0,2
1567,Mass Customer,0.6,2,1
1568,Mass Customer,0.9,2,1
1569,High Net Worth,0.6,1,0
1570,Mass Customer,0.7,2,1
1571,Affluent Customer,1.0,0,2
1572,Mass Customer,0.7,2,1
1573,Mass Customer,0.9,2,1
1574,Affluent Customer,0.3,0,2
1575,Mass Customer,0.4,2,1
1576,Mass Customer,0.4,2,1
1577,High Net Worth,0.9,1,0
1578,Affluent Customer,0.5,0,2
1579,High Net Worth,0.3,1,0
1580,High Net Worth,0.1,1,0
1581,Mass Customer,0.6,2,1
1582,Mass Customer,0.5,2,1
