,job_industry_category,RFM_Score ,job_category_encoded,cluster
923,IT,0.6,4,1
924,IT,0.4,4,1
925,Financial Services,0.3,2,0
926,Health,0.6,3,0
927,Manufacturing,0.0,5,1
928,Manufacturing,0.4,5,1
929,Financial Services,0.6,2,0
930,Property,0.3,6,2
931,Health,0.5,3,0
932,Health,0.5,3,0
933,Financial Services,0.3,2,0
934,Health,0.6,3,0
935,Health,0.6,3,0
936,Financial Services,0.7,2,0
937,Manufacturing,0.3,5,1
938,Financial Services,1.0,2,0
939,Retail,0.7,7,2
940,Property,0.5,6,2
941,Property,0.7,6,2
942,Manufacturing,0.6,5,1
943,Financial Services,0.6,2,0
944,Retail,0.0,7,2
945,Financial Services,0.4,2,0
946,Financial Services,0.7,2,0
947,Manufacturing,0.5,5,1
948,Financial Services,0.2,2,0
949,Entertainment,0.5,1,0
950,Manufacturing,0.3,5,1
951,Property,0.4,6,2
952,Manufacturing,0.3,5,1
953,Manufacturing,0.4,5,1
954,Entertainment,0.2,1,0
955,Manufacturing,0.9,5,1
956,Retail,0.7,7,2
957,Retail,0.4,7,2
958,Health,0.9,3,0
959,Manufacturing,0.4,5,1
960,Manufacturing,0.3,5,1
961,Financial Services,0.7,2,0
962,Argiculture,0.4,0,0
963,Financial Services,0.7,2,0
964,Manufacturing,0.7,5,1
965,Financial Services,0.8,2,0
966,Retail,0.9,7,2
967,Health,0.3,3,0
968,Financial Services,0.3,2,0
969,Manufacturing,0.7,5,1
970,Manufacturing,0.6,5,1
971,Manufacturing,0.8,5,1
972,Manufacturing,1.0,5,1
973,Retail,0.6,7,2
974,Argiculture,0.9,0,0
975,Financial Services,0.8,2,0
976,Financial Services,0.3,2,0
977,Retail,0.6,7,2
978,Manufacturing,0.0,5,1
979,Manufacturing,0.9,5,1
980,Financial Services,0.6,2,0
981,IT,0.6,4,1
982,Manufacturing,0.6,5,1
983,Manufacturing,0.8,5,1
984,Manufacturing,0.3,5,1
985,Manufacturing,0.3,5,1
986,Retail,0.7,7,2
987,Telecommunications,0.5,8,2
988,Property,0.8,6,2
989,Manufacturing,0.6,5,1
990,Argiculture,0.4,0,0
991,Manufacturing,0.7,5,1
992,Property,0.3,6,2
993,Entertainment,0.7,1,0
994,IT,0.6,4,1
995,Health,0.9,3,0
996,Financial Services,0.7,2,0
997,Retail,0.6,7,2
998,Financial Services,0.2,2,0
999,Health,0.6,3,0
1000,Manufacturing,0.5,5,1
1001,Property,0.9,6,2
1002,Entertainment,0.1,1,0
1003,Manufacturing,0.2,5,1
1004,Property,0.9,6,2
1005,Property,0.6,6,2
1006,Manufacturing,0.4,5,1
1007,Manufacturing,0.3,5,1
1008,Financial Services,0.5,2,0
1009,Retail,0.7,7,2
1010,Manufacturing,0.4,5,1
1011,IT,0.4,4,1
1012,Entertainment,0.6,1,0
1013,Manufacturing,0.5,5,1
1014,Health,0.6,3,0
1015,Retail,0.8,7,2
1016,Health,0.5,3,0
1017,Manufacturing,0.9,5,1
1018,Manufacturing,0.9,5,1
1019,IT,0.6,4,1
1020,Health,0.9,3,0
1021,Manufacturing,0.4,5,1
1022,Health,0.6,3,0
1023,Entertainment,0.8,1,0
1024,Financial Services,0.7,2,0
1025,Manufacturing,0.9,5,1
1026,Retail,0.9,7,2
1027,Financial Services,0.7,2,0
1028,Retail,0.7,7,2
1029,IT,0.6,4,1
1030,Financial Services,0.5,2,0
1031,Entertainment,0.3,1,0
1032,Retail,0.4,7,2
1033,Argiculture,0.5,0,0
1034,Manufacturing,0.3,5,1
1035,Retail,0.9,7,2
1036,Retail,0.1,7,2
1037,Health,0.7,3,0
1038,Manufacturing,0.8,5,1
1039,Health,0.9,3,0
1040,Health,0.7,3,0
1041,Health,0.7,3,0
1042,Health,0.4,3,0
1043,Health,0.6,3,0
1044,Argiculture,0.7,0,0
1045,Retail,0.3,7,2
1046,Manufacturing,0.3,5,1
1047,Retail,0.4,7,2
1048,Financial Services,0.2,2,0
1049,Health,0.8,3,0
1050,Health,0.3,3,0
1051,Telecommunications,0.1,8,2
1052,Financial Services,0.8,2,0
1053,Manufacturing,0.4,5,1
1054,Retail,0.2,7,2
1055,Manufacturing,0.7,5,1
1056,Financial Services,0.8,2,0
1057,Retail,0.7,7,2
1058,IT,0.4,4,1
1059,Financial Services,0.4,2,0
1060,Health,0.8,3,0
1061,IT,0.9,4,1
1062,Financial Services,0.7,2,0
1063,Financial Services,0.8,2,0
1064,Health,0.7,3,0
1065,IT,0.5,4,1
1066,Financial Services,0.4,2,0
1067,Retail,0.3,7,2
1068,Argiculture,0.1,0,0
1069,Manufacturing,0.7,5,1
1070,Financial Services,0.0,2,0
1071,Manufacturing,0.4,5,1
1072,Financial Services,0.9,2,0
1073,Argiculture,0.5,0,0
1074,Health,0.8,3,0
1075,Manufacturing,0.9,5,1
1076,Property,0.2,6,2
1077,Financial Services,0.4,2,0
1078,Retail,0.5,7,2
1079,IT,0.6,4,1
1080,Financial Services,0.4,2,0
1081,Retail,0.4,7,2
1082,Manufacturing,0.3,5,1
1083,Health,0.7,3,0
1084,Health,0.8,3,0
1085,Manufacturing,0.5,5,1
1086,Telecommunications,0.7,8,2
1087,Manufacturing,0.3,5,1
1088,Manufacturing,0.2,5,1
1089,Health,0.6,3,0
1090,Argiculture,0.7,0,0
1091,Property,1.0,6,2
1092,Manufacturing,0.5,5,1
1093,Retail,0.0,7,2
1094,Retail,0.9,7,2
1095,Entertainment,0.6,1,0
1096,IT,0.6,4,1
1097,Manufacturing,0.3,5,1
1098,Financial Services,0.9,2,0
1099,IT,0.2,4,1
1100,IT,0.6,4,1
1101,Health,0.4,3,0
1102,Health,0.6,3,0
1103,Retail,0.0,7,2
1104,Health,0.8,3,0
1105,IT,0.8,4,1
1106,Financial Services,0.9,2,0
1107,Manufacturing,0.4,5,1
1108,Retail,0.3,7,2
1109,Health,0.9,3,0
1110,Health,0.2,3,0
1111,Financial Services,0.9,2,0
1112,Property,0.9,6,2
1113,Entertainment,0.3,1,0
1114,Financial Services,0.6,2,0
1115,Financial Services,0.7,2,0
1116,Manufacturing,0.8,5,1
1117,Health,0.2,3,0
1118,Manufacturing,0.6,5,1
1119,Financial Services,1.0,2,0
1120,Property,0.9,6,2
1121,Financial Services,0.8,2,0
1122,Health,1.0,3,0
1123,Retail,0.9,7,2
1124,Financial Services,1.0,2,0
1125,Retail,0.8,7,2
1126,Financial Services,0.5,2,0
1127,Health,0.8,3,0
1128,Entertainment,0.6,1,0
1129,Manufacturing,0.6,5,1
1130,IT,0.7,4,1
1131,Manufacturing,0.9,5,1
1132,Retail,0.6,7,2
1133,Manufacturing,0.6,5,1
1134,Retail,0.6,7,2
1135,Entertainment,0.6,1,0
1136,Health,0.8,3,0
1137,Health,0.7,3,0
1138,Retail,0.7,7,2
1139,Retail,0.9,7,2
1140,Health,0.5,3,0
1141,Health,0.1,3,0
1142,Financial Services,1.0,2,0
1143,Argiculture,0.9,0,0
1144,Entertainment,0.7,1,0
1145,Manufacturing,0.5,5,1
1146,Manufacturing,0.4,5,1
1147,Financial Services,0.7,2,0
1148,Health,0.6,3,0
1149,Financial Services,0.7,2,0
1150,IT,0.6,4,1
1151,Financial Services,0.9,2,0
1152,IT,0.6,4,1
1153,IT,0.1,4,1
1154,Health,0.7,3,0
1155,Argiculture,0.7,0,0
1156,Health,0.3,3,0
1157,Manufacturing,0.3,5,1
1158,Financial Services,0.5,2,0
1159,Manufacturing,0.5,5,1
1160,Retail,0.9,7,2
1161,IT,0.6,4,1
1162,Manufacturing,0.7,5,1
1163,Retail,0.9,7,2
1164,Retail,0.5,7,2
1165,Retail,0.9,7,2
1166,Financial Services,0.5,2,0
1167,Financial Services,0.4,2,0
1168,Health,0.1,3,0
1169,Manufacturing,0.5,5,1
1170,Property,0.1,6,2
1171,Argiculture,0.4,0,0
1172,Financial Services,0.9,2,0
1173,Financial Services,1.0,2,0
1174,Financial Services,0.5,2,0
1175,Health,0.7,3,0
1176,Manufacturing,0.5,5,1
1177,Retail,0.9,7,2
1178,Retail,0.8,7,2
1179,Financial Services,0.7,2,0
1180,Manufacturing,0.6,5,1
1181,Retail,0.4,7,2
1182,Financial Services,0.6,2,0
1183,Manufacturing,0.8,5,1
1184,Financial Services,0.3,2,0
1185,Manufacturing,0.5,5,1
1186,Manufacturing,0.0,5,1
1187,Property,0.9,6,2
1188,Health,0.5,3,0
1189,Retail,0.4,7,2
1190,Manufacturing,0.3,5,1
1191,Retail,0.9,7,2
1192,Entertainment,0.7,1,0
1193,Health,0.5,3,0
1194,Retail,0.1,7,2
1195,Manufacturing,0.4,5,1
1196,Financial Services,0.9,2,0
1197,Telecommunications,0.0,8,2
1198,Manufacturing,0.7,5,1
1199,Argiculture,0.7,0,0
1200,Manufacturing,0.6,5,1
1201,IT,0.4,4,1
1202,Manufacturing,0.9,5,1
1203,Manufacturing,0.5,5,1
1204,Property,0.7,6,2
1205,Argiculture,0.9,0,0
1206,Manufacturing,0.6,5,1
1207,Health,0.4,3,0
1208,Manufacturing,0.6,5,1
1209,Financial Services,0.3,2,0
1210,Retail,0.9,7,2
1211,Entertainment,0.6,1,0
1212,Health,1.0,3,0
1213,Entertainment,0.8,1,0
1214,Manufacturing,0.7,5,1
1215,Financial Services,0.1,2,0
1216,Argiculture,0.4,0,0
1217,Manufacturing,0.7,5,1
1218,Manufacturing,0.4,5,1
1219,Health,0.7,3,0
1220,Retail,0.1,7,2
1221,Entertainment,0.9,1,0
1222,Health,0.1,3,0
1223,Financial Services,0.6,2,0
1224,Retail,0.6,7,2
1225,Manufacturing,0.7,5,1
1226,Manufacturing,0.8,5,1
1227,Manufacturing,0.5,5,1
1228,Argiculture,0.9,0,0
1229,Health,0.6,3,0
1230,Manufacturing,0.4,5,1
1231,Financial Services,0.5,2,0
1232,Manufacturing,0.6,5,1
1233,Financial Services,0.9,2,0
1234,Health,0.8,3,0
1235,Manufacturing,0.5,5,1
1236,Manufacturing,0.6,5,1
1237,Health,0.7,3,0
1238,Health,0.5,3,0
1239,Health,0.7,3,0
1240,Manufacturing,0.4,5,1
1241,Manufacturing,0.8,5,1
1242,Financial Services,0.4,2,0
1243,Financial Services,0.2,2,0
1244,IT,0.9,4,1
1245,Property,0.6,6,2
1246,Property,0.3,6,2
1247,Health,0.6,3,0
1248,Manufacturing,0.2,5,1
1249,Retail,0.7,7,2
1250,Manufacturing,0.3,5,1
1251,Financial Services,0.8,2,0
1252,Health,0.7,3,0
1253,Manufacturing,0.9,5,1
1254,Health,0.4,3,0
1255,Retail,0.1,7,2
1256,Manufacturing,0.0,5,1
1257,Health,0.7,3,0
1258,Manufacturing,0.3,5,1
1259,Health,0.3,3,0
1260,Argiculture,0.9,0,0
1261,Manufacturing,0.8,5,1
1262,Financial Services,0.6,2,0
1263,Retail,0.8,7,2
1264,Health,1.0,3,0
1265,Property,0.7,6,2
1266,Health,0.4,3,0
1267,Manufacturing,0.1,5,1
1268,Financial Services,0.4,2,0
1269,Entertainment,0.7,1,0
1270,Entertainment,0.7,1,0
1271,Financial Services,0.6,2,0
1272,Manufacturing,0.8,5,1
1273,Financial Services,0.8,2,0
1274,Manufacturing,0.9,5,1
1275,Manufacturing,0.6,5,1
1276,Manufacturing,0.7,5,1
1277,Retail,0.8,7,2
1278,IT,0.5,4,1
1279,Financial Services,0.6,2,0
1280,Property,0.9,6,2
1281,Manufacturing,0.3,5,1
1282,Entertainment,0.0,1,0
1283,Manufacturing,0.4,5,1
1284,Retail,0.6,7,2
1285,Manufacturing,0.7,5,1
1286,Entertainment,0.3,1,0
1287,Retail,0.4,7,2
1288,Entertainment,0.5,1,0
1289,Manufacturing,0.5,5,1
1290,Health,0.3,3,0
1291,Retail,0.7,7,2
1292,Financial Services,0.9,2,0
1293,Property,0.7,6,2
1294,Manufacturing,0.6,5,1
1295,Retail,0.1,7,2
1296,Manufacturing,0.7,5,1
1297,Manufacturing,0.4,5,1
1298,Argiculture,0.5,0,0
1299,Retail,0.7,7,2
1300,Health,1.0,3,0
1301,Entertainment,0.4,1,0
1302,Health,0.4,3,0
1303,Health,0.4,3,0
1304,Manufacturing,0.4,5,1
1305,Manufacturing,0.1,5,1
1306,Argiculture,0.6,0,0
1307,Entertainment,0.9,1,0
1308,Financial Services,0.7,2,0
1309,IT,0.4,4,1
1310,Financial Services,0.9,2,0
1311,Entertainment,0.1,1,0
1312,Manufacturing,0.7,5,1
1313,Property,0.6,6,2
1314,Manufacturing,1.0,5,1
1315,Financial Services,0.9,2,0
1316,Health,1.0,3,0
1317,Manufacturing,0.6,5,1
1318,Retail,0.8,7,2
1319,Financial Services,0.8,2,0
1320,Financial Services,0.8,2,0
1321,Telecommunications,0.7,8,2
1322,Manufacturing,0.7,5,1
1323,Financial Services,0.9,2,0
1324,Property,0.6,6,2
1325,Manufacturing,0.9,5,1
1326,Argiculture,0.6,0,0
1327,Manufacturing,0.3,5,1
1328,Financial Services,0.2,2,0
1329,Argiculture,0.8,0,0
1330,Entertainment,0.6,1,0
1331,Telecommunications,0.5,8,2
1332,Financial Services,0.4,2,0
1333,IT,0.9,4,1
1334,Property,0.4,6,2
1335,Manufacturing,0.1,5,1
1336,Manufacturing,0.7,5,1
1337,Financial Services,0.5,2,0
1338,Health,0.4,3,0
1339,Financial Services,0.8,2,0
1340,Health,0.6,3,0
1341,Telecommunications,0.9,8,2
1342,Health,0.2,3,0
1343,Telecommunications,0.0,8,2
1344,Manufacturing,0.4,5,1
1345,Retail,0.4,7,2
1346,IT,0.5,4,1
1347,IT,0.4,4,1
1348,Financial Services,0.7,2,0
1349,Entertainment,0.6,1,0
1350,Financial Services,0.6,2,0
1351,Financial Services,0.7,2,0
1352,Retail,0.5,7,2
1353,Financial Services,0.2,2,0
1354,Argiculture,1.0,0,0
1355,Health,0.6,3,0
1356,Financial Services,0.9,2,0
1357,Health,0.5,3,0
1358,Property,0.8,6,2
1359,IT,0.7,4,1
1360,Argiculture,0.7,0,0
1361,Retail,0.9,7,2
1362,Financial Services,0.6,2,0
1363,IT,0.3,4,1
1364,Manufacturing,0.3,5,1
1365,Retail,0.2,7,2
1366,Retail,0.5,7,2
1367,Manufacturing,0.6,5,1
1368,Financial Services,0.4,2,0
1369,Manufacturing,0.6,5,1
1370,Property,0.6,6,2
1371,Manufacturing,0.6,5,1
1372,Financial Services,0.3,2,0
1373,Financial Services,0.7,2,0
1374,Property,1.0,6,2
1375,Retail,0.9,7,2
1376,Health,0.2,3,0
1377,Financial Services,0.8,2,0
1378,Health,0.3,3,0
1379,Retail,0.8,7,2
1380,Manufacturing,0.9,5,1
1381,Manufacturing,0.3,5,1
1382,Property,0.5,6,2
1383,IT,0.6,4,1
1384,Financial Services,0.3,2,0
1385,Property,0.4,6,2
1386,Manufacturing,0.4,5,1
1387,Health,0.5,3,0
1388,Financial Services,0.4,2,0
1389,Manufacturing,0.4,5,1
1390,Financial Services,0.9,2,0
1391,Financial Services,0.2,2,0
1392,Entertainment,0.6,1,0
1393,Health,0.4,3,0
1394,Manufacturing,0.8,5,1
1395,Health,0.8,3,0
1396,Manufacturing,0.9,5,1
1397,Property,0.3,6,2
1398,Argiculture,0.3,0,0
1399,Financial Services,0.4,2,0
1400,Manufacturing,0.5,5,1
1401,IT,0.8,4,1
1402,Entertainment,0.9,1,0
1403,Health,0.7,3,0
1404,Health,0.8,3,0
1405,Health,0.3,3,0
1406,Financial Services,0.4,2,0
1407,Health,0.9,3,0
1408,Manufacturing,0.9,5,1
1409,Financial Services,0.7,2,0
1410,Manufacturing,1.0,5,1
1411,Manufacturing,0.4,5,1
1412,Manufacturing,0.6,5,1
1413,Argiculture,0.7,0,0
1414,Manufacturing,0.4,5,1
1415,Health,0.3,3,0
1416,Health,0.6,3,0
1417,Health,0.7,3,0
1418,Health,0.6,3,0
1419,Retail,0.9,7,2
1420,Argiculture,0.7,0,0
1421,IT,0.4,4,1
1422,Manufacturing,0.7,5,1
1423,IT,0.5,4,1
1424,Financial Services,0.7,2,0
1425,Health,0.8,3,0
1426,Property,0.3,6,2
1427,Manufacturing,0.9,5,1
1428,Entertainment,0.6,1,0
1429,Manufacturing,0.7,5,1
1430,Financial Services,0.6,2,0
1431,Financial Services,1.0,2,0
1432,Financial Services,0.9,2,0
1433,Manufacturing,0.7,5,1
1434,Financial Services,1.0,2,0
1435,Financial Services,0.2,2,0
1436,Health,0.9,3,0
1437,Manufacturing,0.6,5,1
1438,Property,0.2,6,2
1439,Retail,0.3,7,2
1440,Manufacturing,0.9,5,1
1441,Financial Services,0.7,2,0
1442,Argiculture,0.3,0,0
1443,Manufacturing,0.6,5,1
1444,Health,0.7,3,0
1445,Health,0.8,3,0
1446,Financial Services,0.9,2,0
1447,Financial Services,0.3,2,0
1448,Argiculture,0.4,0,0
1449,Financial Services,0.4,2,0
1450,Manufacturing,0.7,5,1
1451,IT,0.5,4,1
1452,Health,0.6,3,0
1453,Financial Services,0.1,2,0
1454,Manufacturing,0.7,5,1
1455,IT,0.3,4,1
1456,Financial Services,0.1,2,0
1457,Manufacturing,0.5,5,1
1458,Health,0.2,3,0
1459,Retail,0.3,7,2
1460,Health,0.9,3,0
1461,Financial Services,1.0,2,0
1462,Financial Services,0.5,2,0
1463,IT,0.3,4,1
1464,Retail,0.3,7,2
1465,IT,0.4,4,1
1466,Property,0.4,6,2
1467,IT,0.7,4,1
1468,Entertainment,0.8,1,0
1469,Health,0.2,3,0
1470,Financial Services,0.3,2,0
1471,Manufacturing,0.7,5,1
1472,Manufacturing,0.4,5,1
1473,Health,0.3,3,0
1474,Health,0.9,3,0
1475,Financial Services,0.5,2,0
1476,Property,0.9,6,2
1477,Financial Services,0.8,2,0
1478,Retail,0.7,7,2
1479,Health,0.7,3,0
1480,Manufacturing,0.5,5,1
1481,Health,0.2,3,0
1482,Manufacturing,0.7,5,1
1483,Property,0.9,6,2
1484,Financial Services,0.5,2,0
1485,Manufacturing,0.6,5,1
1486,Financial Services,0.7,2,0
1487,Manufacturing,0.6,5,1
1488,Health,0.9,3,0
1489,Property,0.1,6,2
1490,Financial Services,0.7,2,0
1491,Manufacturing,0.7,5,1
1492,Retail,0.5,7,2
1493,Manufacturing,0.7,5,1
1494,Manufacturing,0.6,5,1
1495,Financial Services,0.4,2,0
1496,Health,1.0,3,0
1497,IT,0.1,4,1
1498,Health,1.0,3,0
1499,Health,0.8,3,0
1500,IT,0.3,4,1
1501,Manufacturing,0.7,5,1
1502,Financial Services,0.9,2,0
1503,IT,0.4,4,1
1504,Health,0.9,3,0
1505,Financial Services,0.0,2,0
1506,Financial Services,0.6,2,0
1507,Financial Services,0.2,2,0
1508,Retail,0.5,7,2
1509,Manufacturing,0.7,5,1
1510,Manufacturing,0.5,5,1
1511,Property,0.2,6,2
1512,Financial Services,0.3,2,0
1513,Health,0.5,3,0
1514,Financial Services,0.8,2,0
1515,Health,0.3,3,0
1516,Manufacturing,0.9,5,1
1517,Health,0.3,3,0
1518,Financial Services,0.9,2,0
1519,Argiculture,0.4,0,0
1520,Retail,0.4,7,2
1521,Entertainment,0.5,1,0
1522,Manufacturing,0.8,5,1
1523,Financial Services,0.9,2,0
1524,Manufacturing,0.7,5,1
1525,Property,0.7,6,2
1526,Retail,0.1,7,2
1527,Health,0.6,3,0
1528,Health,1.0,3,0
1529,Argiculture,0.6,0,0
1530,Health,0.2,3,0
1531,Financial Services,0.1,2,0
1532,Manufacturing,0.5,5,1
1533,Health,0.4,3,0
1534,Manufacturing,0.7,5,1
1535,Financial Services,0.3,2,0
1536,Health,0.7,3,0
1537,Manufacturing,0.6,5,1
1538,Manufacturing,0.9,5,1
1539,Manufacturing,0.3,5,1
1540,Health,0.3,3,0
1541,Financial Services,0.6,2,0
1542,Financial Services,0.6,2,0
1543,Financial Services,1.0,2,0
1544,Manufacturing,0.1,5,1
1545,Retail,0.3,7,2
1546,Manufacturing,0.4,5,1
1547,Manufacturing,0.2,5,1
1548,Entertainment,1.0,1,0
1549,Financial Services,0.7,2,0
1550,Manufacturing,0.6,5,1
1551,Health,0.5,3,0
1552,Property,0.7,6,2
1553,Health,1.0,3,0
1554,Financial Services,0.7,2,0
1555,Financial Services,0.7,2,0
1556,Financial Services,0.8,2,0
1557,Health,0.4,3,0
1558,Health,0.9,3,0
1559,Property,0.5,6,2
1560,Financial Services,0.9,2,0
1561,Health,1.0,3,0
1562,Retail,0.9,7,2
1563,Manufacturing,0.8,5,1
1564,Manufacturing,0.5,5,1
1565,Health,0.7,3,0
1566,Health,0.6,3,0
1567,Manufacturing,0.6,5,1
1568,Manufacturing,0.9,5,1
1569,Financial Services,0.6,2,0
1570,Manufacturing,0.7,5,1
1571,Health,1.0,3,0
1572,Financial Services,0.7,2,0
1573,Health,0.9,3,0
1574,Manufacturing,0.3,5,1
1575,Retail,0.4,7,2
1576,Financial Services,0.4,2,0
1577,Manufacturing,0.9,5,1
1578,Entertainment,0.5,1,0
1579,Health,0.3,3,0
1580,Property,0.1,6,2
1581,Health,0.6,3,0
1582,Financial Services,0.5,2,0
1583,Financial Services,0.4,2,0
1584,IT,0.6,4,1
1585,Manufacturing,0.7,5,1
1586,Health,0.2,3,0
1587,Financial Services,0.8,2,0
1588,Manufacturing,0.2,5,1
1589,Health,0.5,3,0
1590,Manufacturing,0.7,5,1
1591,Financial Services,1.0,2,0
1592,Argiculture,0.0,0,0
1593,Health,1.0,3,0
1594,Manufacturing,0.8,5,1
1595,Manufacturing,0.5,5,1
1596,Retail,0.7,7,2
1597,Financial Services,0.9,2,0
1598,Manufacturing,0.7,5,1
1599,Financial Services,0.3,2,0
1600,Financial Services,0.5,2,0
1601,Financial Services,1.0,2,0
1602,Health,0.6,3,0
1603,Manufacturing,0.5,5,1
1604,Argiculture,0.4,0,0
1605,Health,0.3,3,0
1606,Manufacturing,0.0,5,1
1607,Argiculture,0.9,0,0
1608,Manufacturing,0.8,5,1
1609,Financial Services,0.1,2,0
1610,Health,0.9,3,0
1611,Manufacturing,0.5,5,1
1612,Health,0.9,3,0
1613,Health,0.1,3,0
1614,Financial Services,0.7,2,0
1615,Health,0.5,3,0
1616,Health,0.4,3,0
1617,Health,0.3,3,0
1618,Financial Services,0.2,2,0
1619,Financial Services,1.0,2,0
1620,Telecommunications,0.4,8,2
1621,Property,1.0,6,2
1622,Health,0.9,3,0
1623,Health,0.9,3,0
1624,Telecommunications,0.7,8,2
1625,Retail,0.4,7,2
1626,Health,0.9,3,0
1627,Manufacturing,0.9,5,1
1628,Argiculture,0.6,0,0
1629,Entertainment,0.5,1,0
1630,Financial Services,1.0,2,0
1631,IT,0.8,4,1
1632,Financial Services,0.9,2,0
1633,Property,0.1,6,2
1634,Manufacturing,0.4,5,1
1635,Argiculture,1.0,0,0
1636,Health,0.7,3,0
1637,Health,0.2,3,0
1638,IT,0.5,4,1
1639,Financial Services,0.1,2,0
1640,Financial Services,0.8,2,0
1641,Manufacturing,0.2,5,1
1642,Health,0.8,3,0
1643,Entertainment,0.8,1,0
1644,Manufacturing,0.8,5,1
1645,Manufacturing,0.8,5,1
1646,Retail,0.6,7,2
1647,Manufacturing,0.6,5,1
1648,IT,0.7,4,1
1649,Retail,0.4,7,2
1650,IT,0.8,4,1
1651,IT,0.9,4,1
1652,Health,0.7,3,0
1653,Financial Services,0.4,2,0
1654,Health,0.7,3,0
1655,Financial Services,0.5,2,0
1656,Manufacturing,0.7,5,1
1657,Financial Services,0.6,2,0
1658,Health,0.7,3,0
1659,Manufacturing,0.3,5,1
1660,Manufacturing,0.5,5,1
1661,Health,0.4,3,0
1662,Health,0.1,3,0
1663,Health,0.8,3,0
1664,Financial Services,0.6,2,0
1665,Manufacturing,0.4,5,1
1666,Retail,0.5,7,2
1667,Retail,0.8,7,2
1668,Entertainment,1.0,1,0
1669,Property,0.4,6,2
1670,Manufacturing,0.4,5,1
1671,Manufacturing,0.6,5,1
1672,Retail,0.4,7,2
1673,Health,0.6,3,0
1674,Health,0.6,3,0
1675,Financial Services,0.3,2,0
1676,Argiculture,0.4,0,0
1677,Retail,0.1,7,2
1678,Entertainment,0.8,1,0
1679,Manufacturing,0.7,5,1
1680,Retail,0.6,7,2
1681,Retail,1.0,7,2
1682,Health,0.7,3,0
1683,Property,0.6,6,2
1684,Financial Services,0.6,2,0
1685,Health,0.4,3,0
1686,Health,1.0,3,0
1687,Health,1.0,3,0
1688,Manufacturing,0.7,5,1
1689,Manufacturing,0.3,5,1
1690,IT,0.6,4,1
1691,Retail,0.7,7,2
1692,Financial Services,0.7,2,0
1693,Financial Services,0.2,2,0
1694,Financial Services,0.7,2,0
1695,Retail,0.3,7,2
1696,Health,0.6,3,0
1697,Financial Services,0.9,2,0
1698,Argiculture,0.4,0,0
1699,Retail,0.8,7,2
1700,Financial Services,0.5,2,0
1701,Manufacturing,0.6,5,1
1702,Financial Services,0.6,2,0
1703,Property,0.7,6,2
1704,Manufacturing,0.7,5,1
1705,Financial Services,0.1,2,0
1706,Telecommunications,0.4,8,2
1707,Health,0.8,3,0
1708,Manufacturing,0.6,5,1
1709,Financial Services,0.7,2,0
1710,Argiculture,0.2,0,0
1711,Property,0.7,6,2
1712,Retail,0.5,7,2
1713,Manufacturing,0.7,5,1
1714,Financial Services,0.0,2,0
1715,Manufacturing,0.7,5,1
1716,Financial Services,0.9,2,0
1717,Argiculture,0.4,0,0
1718,Argiculture,0.7,0,0
1719,Health,0.7,3,0
1720,Manufacturing,0.1,5,1
1721,Entertainment,0.2,1,0
1722,Entertainment,0.6,1,0
1723,Manufacturing,0.3,5,1
1724,Manufacturing,0.9,5,1
1725,Argiculture,0.3,0,0
1726,Manufacturing,0.3,5,1
1727,Health,0.7,3,0
1728,Health,0.9,3,0
1729,Financial Services,0.6,2,0
1730,Manufacturing,0.8,5,1
1731,Financial Services,0.6,2,0
1732,Entertainment,0.9,1,0
1733,Manufacturing,0.9,5,1
1734,Manufacturing,0.4,5,1
1735,Financial Services,0.7,2,0
1736,Financial Services,0.2,2,0
1737,Financial Services,0.4,2,0
1738,IT,0.7,4,1
1739,IT,0.1,4,1
1740,Health,0.3,3,0
1741,Manufacturing,0.7,5,1
1742,Manufacturing,0.3,5,1
1743,Financial Services,0.4,2,0
1744,Health,0.9,3,0
1745,Financial Services,0.8,2,0
1746,Health,0.8,3,0
1747,Manufacturing,0.8,5,1
1748,Financial Services,0.9,2,0
1749,Retail,0.6,7,2
1750,Financial Services,0.9,2,0
1751,Financial Services,0.8,2,0
1752,Health,0.9,3,0
1753,Manufacturing,0.2,5,1
1754,Retail,0.9,7,2
1755,Financial Services,0.8,2,0
1756,Property,0.6,6,2
1757,Health,0.5,3,0
1758,Retail,0.4,7,2
1759,Property,0.3,6,2
1760,Health,0.5,3,0
1761,Financial Services,0.9,2,0
1762,Financial Services,0.9,2,0
1763,Manufacturing,1.0,5,1
1764,Financial Services,0.7,2,0
1765,Manufacturing,0.7,5,1
1766,Manufacturing,0.7,5,1
1767,Manufacturing,0.6,5,1
1768,Entertainment,0.6,1,0
1769,Retail,0.8,7,2
1770,Manufacturing,1.0,5,1
1771,Manufacturing,0.8,5,1
1772,Financial Services,0.7,2,0
1773,Financial Services,0.6,2,0
1774,Financial Services,0.5,2,0
1775,Property,0.5,6,2
1776,Property,0.3,6,2
1777,Retail,0.7,7,2
1778,Retail,0.9,7,2
1779,Manufacturing,0.7,5,1
1780,Retail,0.9,7,2
1781,Health,0.4,3,0
1782,Health,1.0,3,0
1783,Manufacturing,0.3,5,1
1784,Manufacturing,0.6,5,1
1785,Manufacturing,0.9,5,1
1786,IT,0.6,4,1
1787,Financial Services,0.5,2,0
1788,Manufacturing,1.0,5,1
1789,Manufacturing,0.5,5,1
1790,Manufacturing,0.9,5,1
1791,Property,0.3,6,2
1792,Retail,0.8,7,2
1793,Financial Services,0.4,2,0
