,owns_car,RFM_Score ,owns_car_encoded,cluster
1069,Yes,0.7,1,1
1070,No,0.0,0,2
1071,No,0.4,0,2
1072,No,0.9,0,0
1073,No,0.5,0,2
1074,Yes,0.8,1,1
1075,Yes,0.9,1,1
1076,No,0.2,0,2
1077,Yes,0.4,1,1
1078,Yes,0.5,1,1
1079,Yes,0.6,1,1
1080,Yes,0.4,1,1
1081,Yes,0.4,1,1
1082,Yes,0.3,1,1
1083,No,0.7,0,0
1084,No,0.8,0,0
1085,No,0.5,0,2
1086,Yes,0.7,1,1
1087,No,0.3,0,2
1088,No,0.2,0,2
1089,Yes,0.6,1,1
1090,No,0.7,0,0
1091,No,1.0,0,0
1092,Yes,0.5,1,1
1093,No,0.0,0,2
1094,Yes,0.9,1,1
1095,Yes,0.6,1,1
1096,Yes,0.6,1,1
1097,Yes,0.3,1,1
1098,Yes,0.9,1,1
1099,No,0.2,0,2
1100,No,0.6,0,0
1101,Yes,0.4,1,1
1102,Yes,0.6,1,1
1103,Yes,0.0,1,1
1104,Yes,0.8,1,1
1105,Yes,0.8,1,1
1106,Yes,0.9,1,1
1107,No,0.4,0,2
1108,Yes,0.3,1,1
1109,Yes,0.9,1,1
1110,No,0.2,0,2
1111,Yes,0.9,1,1
1112,No,0.9,0,0
1113,Yes,0.3,1,1
1114,Yes,0.6,1,1
1115,Yes,0.7,1,1
1116,No,0.8,0,0
1117,Yes,0.2,1,1
1118,Yes,0.6,1,1
1119,No,1.0,0,0
1120,No,0.9,0,0
1121,Yes,0.8,1,1
1122,No,1.0,0,0
1123,Yes,0.9,1,1
1124,No,1.0,0,0
1125,Yes,0.8,1,1
1126,No,0.5,0,2
1127,Yes,0.8,1,1
1128,Yes,0.6,1,1
1129,Yes,0.6,1,1
1130,No,0.7,0,0
1131,Yes,0.9,1,1
1132,No,0.6,0,0
1133,Yes,0.6,1,1
1134,No,0.6,0,0
1135,No,0.6,0,0
1136,No,0.8,0,0
1137,Yes,0.7,1,1
1138,No,0.7,0,0
1139,No,0.9,0,0
1140,Yes,0.5,1,1
1141,No,0.1,0,2
1142,Yes,1.0,1,1
1143,Yes,0.9,1,1
1144,Yes,0.7,1,1
1145,No,0.5,0,2
1146,No,0.4,0,2
1147,No,0.7,0,0
1148,Yes,0.6,1,1
1149,No,0.7,0,0
1150,Yes,0.6,1,1
1151,Yes,0.9,1,1
1152,Yes,0.6,1,1
1153,Yes,0.1,1,1
1154,Yes,0.7,1,1
1155,Yes,0.7,1,1
1156,No,0.3,0,2
1157,No,0.3,0,2
1158,Yes,0.5,1,1
1159,No,0.5,0,2
1160,Yes,0.9,1,1
1161,Yes,0.6,1,1
1162,No,0.7,0,0
1163,Yes,0.9,1,1
1164,No,0.5,0,2
1165,No,0.9,0,0
1166,Yes,0.5,1,1
1167,Yes,0.4,1,1
1168,No,0.1,0,2
1169,No,0.5,0,2
1170,No,0.1,0,2
1171,No,0.4,0,2
1172,Yes,0.9,1,1
1173,No,1.0,0,0
1174,Yes,0.5,1,1
1175,No,0.7,0,0
1176,No,0.5,0,2
1177,No,0.9,0,0
1178,No,0.8,0,0
1179,No,0.7,0,0
1180,Yes,0.6,1,1
1181,No,0.4,0,2
1182,No,0.6,0,0
1183,Yes,0.8,1,1
1184,Yes,0.3,1,1
1185,Yes,0.5,1,1
1186,Yes,0.0,1,1
1187,No,0.9,0,0
1188,Yes,0.5,1,1
1189,Yes,0.4,1,1
1190,No,0.3,0,2
1191,Yes,0.9,1,1
1192,No,0.7,0,0
1193,No,0.5,0,2
1194,No,0.1,0,2
1195,Yes,0.4,1,1
1196,No,0.9,0,0
1197,No,0.0,0,2
1198,No,0.7,0,0
1199,Yes,0.7,1,1
1200,No,0.6,0,0
1201,No,0.4,0,2
1202,Yes,0.9,1,1
1203,Yes,0.5,1,1
1204,Yes,0.7,1,1
1205,No,0.9,0,0
1206,Yes,0.6,1,1
1207,Yes,0.4,1,1
1208,No,0.6,0,0
1209,Yes,0.3,1,1
1210,No,0.9,0,0
1211,No,0.6,0,0
1212,No,1.0,0,0
1213,No,0.8,0,0
1214,Yes,0.7,1,1
1215,Yes,0.1,1,1
1216,Yes,0.4,1,1
1217,Yes,0.7,1,1
1218,Yes,0.4,1,1
1219,Yes,0.7,1,1
1220,No,0.1,0,2
1221,Yes,0.9,1,1
1222,No,0.1,0,2
1223,No,0.6,0,0
1224,No,0.6,0,0
1225,Yes,0.7,1,1
1226,Yes,0.8,1,1
1227,Yes,0.5,1,1
1228,Yes,0.9,1,1
1229,Yes,0.6,1,1
1230,No,0.4,0,2
1231,Yes,0.5,1,1
1232,No,0.6,0,0
1233,Yes,0.9,1,1
1234,Yes,0.8,1,1
1235,Yes,0.5,1,1
1236,Yes,0.6,1,1
1237,No,0.7,0,0
1238,No,0.5,0,2
1239,Yes,0.7,1,1
1240,Yes,0.4,1,1
1241,Yes,0.8,1,1
1242,Yes,0.4,1,1
1243,Yes,0.2,1,1
1244,Yes,0.9,1,1
1245,Yes,0.6,1,1
1246,Yes,0.3,1,1
1247,Yes,0.6,1,1
1248,No,0.2,0,2
1249,Yes,0.7,1,1
1250,No,0.3,0,2
1251,Yes,0.8,1,1
1252,No,0.7,0,0
1253,No,0.9,0,0
1254,No,0.4,0,2
1255,Yes,0.1,1,1
1256,No,0.0,0,2
1257,No,0.7,0,0
1258,No,0.3,0,2
1259,Yes,0.3,1,1
1260,No,0.9,0,0
1261,No,0.8,0,0
1262,Yes,0.6,1,1
1263,Yes,0.8,1,1
1264,Yes,1.0,1,1
1265,Yes,0.7,1,1
1266,Yes,0.4,1,1
1267,No,0.1,0,2
1268,Yes,0.4,1,1
1269,No,0.7,0,0
1270,No,0.7,0,0
1271,No,0.6,0,0
1272,Yes,0.8,1,1
1273,No,0.8,0,0
1274,No,0.9,0,0
1275,Yes,0.6,1,1
1276,No,0.7,0,0
1277,No,0.8,0,0
1278,Yes,0.5,1,1
1279,Yes,0.6,1,1
1280,No,0.9,0,0
1281,No,0.3,0,2
1282,No,0.0,0,2
1283,No,0.4,0,2
1284,Yes,0.6,1,1
1285,Yes,0.7,1,1
1286,Yes,0.3,1,1
1287,No,0.4,0,2
1288,No,0.5,0,2
1289,No,0.5,0,2
1290,No,0.3,0,2
1291,Yes,0.7,1,1
1292,No,0.9,0,0
1293,Yes,0.7,1,1
1294,No,0.6,0,0
1295,Yes,0.1,1,1
1296,Yes,0.7,1,1
1297,No,0.4,0,2
1298,Yes,0.5,1,1
1299,No,0.7,0,0
1300,No,1.0,0,0
1301,No,0.4,0,2
1302,Yes,0.4,1,1
1303,No,0.4,0,2
1304,No,0.4,0,2
1305,No,0.1,0,2
1306,No,0.6,0,0
1307,No,0.9,0,0
1308,Yes,0.7,1,1
1309,No,0.4,0,2
1310,Yes,0.9,1,1
1311,Yes,0.1,1,1
1312,Yes,0.7,1,1
1313,No,0.6,0,0
1314,Yes,1.0,1,1
1315,No,0.9,0,0
1316,Yes,1.0,1,1
1317,Yes,0.6,1,1
1318,No,0.8,0,0
1319,No,0.8,0,0
1320,No,0.8,0,0
1321,No,0.7,0,0
1322,No,0.7,0,0
1323,No,0.9,0,0
1324,No,0.6,0,0
1325,Yes,0.9,1,1
1326,Yes,0.6,1,1
1327,No,0.3,0,2
1328,Yes,0.2,1,1
1329,No,0.8,0,0
1330,No,0.6,0,0
1331,No,0.5,0,2
1332,Yes,0.4,1,1
1333,No,0.9,0,0
1334,Yes,0.4,1,1
1335,Yes,0.1,1,1
1336,Yes,0.7,1,1
1337,No,0.5,0,2
1338,No,0.4,0,2
1339,No,0.8,0,0
1340,Yes,0.6,1,1
1341,No,0.9,0,0
1342,No,0.2,0,2
1343,Yes,0.0,1,1
1344,No,0.4,0,2
1345,Yes,0.4,1,1
1346,No,0.5,0,2
1347,No,0.4,0,2
1348,Yes,0.7,1,1
1349,No,0.6,0,0
1350,Yes,0.6,1,1
1351,No,0.7,0,0
1352,Yes,0.5,1,1
1353,Yes,0.2,1,1
1354,Yes,1.0,1,1
1355,No,0.6,0,0
1356,Yes,0.9,1,1
1357,No,0.5,0,2
1358,Yes,0.8,1,1
1359,Yes,0.7,1,1
1360,No,0.7,0,0
1361,No,0.9,0,0
1362,Yes,0.6,1,1
1363,Yes,0.3,1,1
1364,No,0.3,0,2
1365,No,0.2,0,2
1366,Yes,0.5,1,1
1367,No,0.6,0,0
1368,No,0.4,0,2
1369,No,0.6,0,0
1370,No,0.6,0,0
1371,No,0.6,0,0
1372,No,0.3,0,2
1373,No,0.7,0,0
1374,No,1.0,0,0
1375,No,0.9,0,0
1376,No,0.2,0,2
1377,No,0.8,0,0
1378,No,0.3,0,2
1379,Yes,0.8,1,1
1380,Yes,0.9,1,1
1381,Yes,0.3,1,1
1382,Yes,0.5,1,1
1383,Yes,0.6,1,1
1384,Yes,0.3,1,1
1385,No,0.4,0,2
1386,No,0.4,0,2
1387,No,0.5,0,2
1388,No,0.4,0,2
1389,No,0.4,0,2
1390,No,0.9,0,0
1391,No,0.2,0,2
1392,No,0.6,0,0
1393,No,0.4,0,2
1394,Yes,0.8,1,1
1395,Yes,0.8,1,1
1396,Yes,0.9,1,1
1397,No,0.3,0,2
1398,Yes,0.3,1,1
1399,Yes,0.4,1,1
1400,No,0.5,0,2
1401,No,0.8,0,0
1402,No,0.9,0,0
1403,No,0.7,0,0
1404,No,0.8,0,0
1405,No,0.3,0,2
1406,Yes,0.4,1,1
1407,Yes,0.9,1,1
1408,Yes,0.9,1,1
1409,Yes,0.7,1,1
1410,Yes,1.0,1,1
1411,No,0.4,0,2
1412,Yes,0.6,1,1
1413,No,0.7,0,0
1414,No,0.4,0,2
1415,Yes,0.3,1,1
1416,Yes,0.6,1,1
1417,No,0.7,0,0
1418,Yes,0.6,1,1
1419,No,0.9,0,0
1420,No,0.7,0,0
1421,Yes,0.4,1,1
1422,No,0.7,0,0
1423,No,0.5,0,2
1424,No,0.7,0,0
1425,No,0.8,0,0
1426,No,0.3,0,2
1427,No,0.9,0,0
1428,Yes,0.6,1,1
1429,Yes,0.7,1,1
1430,Yes,0.6,1,1
1431,Yes,1.0,1,1
1432,No,0.9,0,0
1433,Yes,0.7,1,1
1434,Yes,1.0,1,1
1435,No,0.2,0,2
1436,Yes,0.9,1,1
1437,Yes,0.6,1,1
1438,No,0.2,0,2
1439,No,0.3,0,2
1440,Yes,0.9,1,1
1441,No,0.7,0,0
1442,Yes,0.3,1,1
1443,No,0.6,0,0
1444,Yes,0.7,1,1
1445,Yes,0.8,1,1
1446,No,0.9,0,0
1447,No,0.3,0,2
1448,No,0.4,0,2
1449,No,0.4,0,2
1450,No,0.7,0,0
1451,No,0.5,0,2
1452,No,0.6,0,0
1453,No,0.1,0,2
1454,Yes,0.7,1,1
1455,Yes,0.3,1,1
1456,No,0.1,0,2
1457,No,0.5,0,2
1458,No,0.2,0,2
1459,No,0.3,0,2
1460,Yes,0.9,1,1
1461,Yes,1.0,1,1
1462,Yes,0.5,1,1
1463,No,0.3,0,2
1464,No,0.3,0,2
1465,No,0.4,0,2
1466,No,0.4,0,2
1467,No,0.7,0,0
1468,No,0.8,0,0
1469,Yes,0.2,1,1
1470,Yes,0.3,1,1
1471,Yes,0.7,1,1
1472,Yes,0.4,1,1
1473,Yes,0.3,1,1
1474,Yes,0.9,1,1
1475,No,0.5,0,2
1476,No,0.9,0,0
1477,No,0.8,0,0
1478,No,0.7,0,0
1479,No,0.7,0,0
1480,Yes,0.5,1,1
1481,Yes,0.2,1,1
1482,No,0.7,0,0
1483,No,0.9,0,0
1484,No,0.5,0,2
1485,No,0.6,0,0
1486,Yes,0.7,1,1
1487,No,0.6,0,0
1488,No,0.9,0,0
1489,Yes,0.1,1,1
1490,No,0.7,0,0
1491,Yes,0.7,1,1
1492,No,0.5,0,2
1493,No,0.7,0,0
1494,No,0.6,0,0
1495,Yes,0.4,1,1
1496,Yes,1.0,1,1
1497,Yes,0.1,1,1
1498,No,1.0,0,0
1499,Yes,0.8,1,1
1500,No,0.3,0,2
1501,No,0.7,0,0
1502,Yes,0.9,1,1
1503,No,0.4,0,2
1504,No,0.9,0,0
1505,Yes,0.0,1,1
1506,Yes,0.6,1,1
1507,No,0.2,0,2
1508,Yes,0.5,1,1
1509,No,0.7,0,0
1510,Yes,0.5,1,1
1511,Yes,0.2,1,1
1512,Yes,0.3,1,1
1513,Yes,0.5,1,1
1514,Yes,0.8,1,1
1515,Yes,0.3,1,1
1516,Yes,0.9,1,1
1517,No,0.3,0,2
1518,Yes,0.9,1,1
1519,Yes,0.4,1,1
1520,No,0.4,0,2
1521,No,0.5,0,2
1522,No,0.8,0,0
1523,Yes,0.9,1,1
1524,No,0.7,0,0
1525,No,0.7,0,0
1526,No,0.1,0,2
1527,Yes,0.6,1,1
1528,No,1.0,0,0
1529,No,0.6,0,0
1530,No,0.2,0,2
1531,Yes,0.1,1,1
1532,No,0.5,0,2
1533,Yes,0.4,1,1
1534,Yes,0.7,1,1
1535,No,0.3,0,2
1536,No,0.7,0,0
1537,No,0.6,0,0
1538,Yes,0.9,1,1
1539,No,0.3,0,2
1540,No,0.3,0,2
1541,Yes,0.6,1,1
1542,No,0.6,0,0
1543,Yes,1.0,1,1
1544,No,0.1,0,2
1545,No,0.3,0,2
1546,Yes,0.4,1,1
1547,No,0.2,0,2
1548,No,1.0,0,0
1549,Yes,0.7,1,1
1550,Yes,0.6,1,1
1551,No,0.5,0,2
1552,Yes,0.7,1,1
1553,Yes,1.0,1,1
1554,Yes,0.7,1,1
1555,Yes,0.7,1,1
1556,Yes,0.8,1,1
1557,Yes,0.4,1,1
1558,No,0.9,0,0
1559,No,0.5,0,2
1560,Yes,0.9,1,1
1561,Yes,1.0,1,1
1562,No,0.9,0,0
1563,No,0.8,0,0
1564,Yes,0.5,1,1
1565,Yes,0.7,1,1
1566,Yes,0.6,1,1
1567,No,0.6,0,0
1568,Yes,0.9,1,1
1569,Yes,0.6,1,1
1570,Yes,0.7,1,1
1571,No,1.0,0,0
1572,Yes,0.7,1,1
1573,No,0.9,0,0
1574,Yes,0.3,1,1
1575,Yes,0.4,1,1
1576,No,0.4,0,2
1577,Yes,0.9,1,1
1578,Yes,0.5,1,1
1579,No,0.3,0,2
1580,No,0.1,0,2
1581,Yes,0.6,1,1
1582,Yes,0.5,1,1
1583,No,0.4,0,2
1584,No,0.6,0,0
1585,No,0.7,0,0
1586,Yes,0.2,1,1
1587,Yes,0.8,1,1
1588,Yes,0.2,1,1
1589,Yes,0.5,1,1
1590,Yes,0.7,1,1
1591,Yes,1.0,1,1
1592,No,0.0,0,2
1593,No,1.0,0,0
1594,No,0.8,0,0
1595,No,0.5,0,2
1596,Yes,0.7,1,1
1597,No,0.9,0,0
1598,No,0.7,0,0
1599,Yes,0.3,1,1
1600,Yes,0.5,1,1
1601,Yes,1.0,1,1
1602,Yes,0.6,1,1
1603,No,0.5,0,2
1604,No,0.4,0,2
1605,No,0.3,0,2
1606,No,0.0,0,2
1607,Yes,0.9,1,1
1608,Yes,0.8,1,1
1609,Yes,0.1,1,1
1610,No,0.9,0,0
1611,No,0.5,0,2
1612,Yes,0.9,1,1
1613,Yes,0.1,1,1
1614,Yes,0.7,1,1
1615,No,0.5,0,2
1616,Yes,0.4,1,1
1617,Yes,0.3,1,1
1618,No,0.2,0,2
1619,No,1.0,0,0
1620,Yes,0.4,1,1
1621,Yes,1.0,1,1
1622,Yes,0.9,1,1
1623,Yes,0.9,1,1
1624,Yes,0.7,1,1
1625,Yes,0.4,1,1
1626,Yes,0.9,1,1
1627,No,0.9,0,0
1628,No,0.6,0,0
1629,No,0.5,0,2
1630,No,1.0,0,0
1631,No,0.8,0,0
1632,Yes,0.9,1,1
1633,Yes,0.1,1,1
1634,Yes,0.4,1,1
1635,Yes,1.0,1,1
1636,Yes,0.7,1,1
1637,Yes,0.2,1,1
1638,No,0.5,0,2
1639,Yes,0.1,1,1
1640,No,0.8,0,0
1641,Yes,0.2,1,1
1642,Yes,0.8,1,1
1643,No,0.8,0,0
1644,No,0.8,0,0
1645,Yes,0.8,1,1
1646,Yes,0.6,1,1
1647,No,0.6,0,0
1648,Yes,0.7,1,1
1649,No,0.4,0,2
1650,No,0.8,0,0
1651,Yes,0.9,1,1
1652,No,0.7,0,0
1653,No,0.4,0,2
1654,No,0.7,0,0
1655,Yes,0.5,1,1
1656,Yes,0.7,1,1
1657,No,0.6,0,0
1658,No,0.7,0,0
1659,Yes,0.3,1,1
1660,No,0.5,0,2
1661,Yes,0.4,1,1
1662,Yes,0.1,1,1
1663,No,0.8,0,0
1664,Yes,0.6,1,1
1665,No,0.4,0,2
1666,No,0.5,0,2
1667,Yes,0.8,1,1
1668,No,1.0,0,0
1669,Yes,0.4,1,1
1670,No,0.4,0,2
1671,Yes,0.6,1,1
1672,Yes,0.4,1,1
1673,Yes,0.6,1,1
1674,No,0.6,0,0
1675,Yes,0.3,1,1
1676,No,0.4,0,2
1677,Yes,0.1,1,1
1678,No,0.8,0,0
1679,No,0.7,0,0
1680,No,0.6,0,0
1681,No,1.0,0,0
1682,No,0.7,0,0
1683,No,0.6,0,0
1684,Yes,0.6,1,1
1685,Yes,0.4,1,1
1686,Yes,1.0,1,1
1687,No,1.0,0,0
1688,No,0.7,0,0
1689,Yes,0.3,1,1
1690,No,0.6,0,0
1691,Yes,0.7,1,1
1692,No,0.7,0,0
1693,No,0.2,0,2
1694,Yes,0.7,1,1
1695,Yes,0.3,1,1
1696,Yes,0.6,1,1
1697,No,0.9,0,0
1698,Yes,0.4,1,1
1699,Yes,0.8,1,1
1700,No,0.5,0,2
1701,Yes,0.6,1,1
1702,Yes,0.6,1,1
1703,Yes,0.7,1,1
1704,No,0.7,0,0
1705,Yes,0.1,1,1
1706,Yes,0.4,1,1
1707,No,0.8,0,0
1708,Yes,0.6,1,1
1709,Yes,0.7,1,1
1710,Yes,0.2,1,1
1711,Yes,0.7,1,1
1712,Yes,0.5,1,1
1713,No,0.7,0,0
1714,No,0.0,0,2
1715,Yes,0.7,1,1
1716,Yes,0.9,1,1
1717,Yes,0.4,1,1
1718,Yes,0.7,1,1
1719,Yes,0.7,1,1
1720,No,0.1,0,2
1721,No,0.2,0,2
1722,Yes,0.6,1,1
1723,No,0.3,0,2
1724,Yes,0.9,1,1
1725,Yes,0.3,1,1
1726,No,0.3,0,2
1727,Yes,0.7,1,1
1728,Yes,0.9,1,1
1729,No,0.6,0,0
1730,No,0.8,0,0
1731,No,0.6,0,0
1732,No,0.9,0,0
1733,No,0.9,0,0
1734,No,0.4,0,2
1735,No,0.7,0,0
1736,Yes,0.2,1,1
1737,Yes,0.4,1,1
1738,No,0.7,0,0
1739,Yes,0.1,1,1
1740,No,0.3,0,2
1741,No,0.7,0,0
1742,No,0.3,0,2
1743,Yes,0.4,1,1
1744,Yes,0.9,1,1
1745,Yes,0.8,1,1
1746,No,0.8,0,0
1747,Yes,0.8,1,1
1748,Yes,0.9,1,1
1749,Yes,0.6,1,1
1750,No,0.9,0,0
1751,Yes,0.8,1,1
1752,No,0.9,0,0
1753,No,0.2,0,2
1754,Yes,0.9,1,1
1755,Yes,0.8,1,1
1756,No,0.6,0,0
1757,Yes,0.5,1,1
1758,Yes,0.4,1,1
1759,No,0.3,0,2
1760,No,0.5,0,2
1761,No,0.9,0,0
1762,No,0.9,0,0
1763,No,1.0,0,0
1764,No,0.7,0,0
1765,Yes,0.7,1,1
1766,No,0.7,0,0
1767,Yes,0.6,1,1
1768,No,0.6,0,0
1769,No,0.8,0,0
1770,No,1.0,0,0
1771,Yes,0.8,1,1
1772,No,0.7,0,0
1773,No,0.6,0,0
1774,No,0.5,0,2
1775,No,0.5,0,2
1776,No,0.3,0,2
1777,Yes,0.7,1,1
1778,No,0.9,0,0
1779,Yes,0.7,1,1
1780,No,0.9,0,0
1781,Yes,0.4,1,1
1782,No,1.0,0,0
1783,No,0.3,0,2
1784,Yes,0.6,1,1
1785,Yes,0.9,1,1
1786,No,0.6,0,0
1787,Yes,0.5,1,1
1788,Yes,1.0,1,1
1789,No,0.5,0,2
1790,No,0.9,0,0
1791,Yes,0.3,1,1
1792,Yes,0.8,1,1
1793,Yes,0.4,1,1
1794,Yes,0.4,1,1
1795,No,0.1,0,2
1796,No,0.3,0,2
1797,Yes,0.5,1,1
1798,Yes,0.4,1,1
1799,No,0.7,0,0
1800,No,0.3,0,2
1801,Yes,0.6,1,1
1802,Yes,0.5,1,1
1803,No,0.9,0,0
1804,No,0.4,0,2
1805,Yes,1.0,1,1
1806,No,0.9,0,0
1807,No,0.8,0,0
1808,No,0.4,0,2
1809,Yes,0.8,1,1
1810,No,0.9,0,0
1811,No,0.4,0,2
1812,No,0.4,0,2
1813,Yes,0.7,1,1
1814,Yes,0.3,1,1
1815,No,0.3,0,2
1816,Yes,1.0,1,1
1817,No,0.6,0,0
1818,Yes,0.3,1,1
1819,Yes,0.3,1,1
1820,Yes,0.7,1,1
1821,No,1.0,0,0
1822,Yes,0.4,1,1
1823,No,1.0,0,0
1824,Yes,0.9,1,1
1825,No,0.7,0,0
1826,Yes,0.7,1,1
1827,Yes,0.4,1,1
1828,Yes,0.9,1,1
1829,Yes,0.6,1,1
1830,No,0.5,0,2
1831,Yes,0.8,1,1
1832,No,0.4,0,2
1833,No,1.0,0,0
1834,Yes,0.5,1,1
1835,Yes,0.0,1,1
1836,No,0.3,0,2
1837,No,0.7,0,0
1838,Yes,0.6,1,1
1839,No,0.5,0,2
1840,No,0.8,0,0
1841,Yes,0.5,1,1
1842,Yes,0.4,1,1
1843,Yes,0.8,1,1
1844,No,0.1,0,2
1845,Yes,0.8,1,1
1846,Yes,0.9,1,1
1847,No,1.0,0,0
1848,No,0.6,0,0
1849,Yes,0.9,1,1
1850,Yes,0.1,1,1
1851,Yes,0.6,1,1
1852,No,0.4,0,2
1853,Yes,1.0,1,1
1854,No,0.7,0,0
1855,Yes,0.7,1,1
1856,Yes,0.4,1,1
1857,No,1.0,0,0
1858,No,0.3,0,2
1859,Yes,0.8,1,1
1860,Yes,0.7,1,1
1861,Yes,0.3,1,1
1862,No,0.3,0,2
1863,Yes,0.8,1,1
1864,Yes,0.4,1,1
1865,No,0.6,0,0
1866,No,0.2,0,2
1867,Yes,0.5,1,1
1868,No,0.3,0,2
1869,No,0.5,0,2
1870,Yes,0.9,1,1
1871,Yes,0.3,1,1
1872,Yes,0.1,1,1
1873,Yes,0.9,1,1
1874,Yes,0.7,1,1
1875,No,0.5,0,2
1876,No,1.0,0,0
1877,Yes,0.7,1,1
1878,Yes,1.0,1,1
1879,No,0.4,0,2
1880,Yes,0.5,1,1
1881,Yes,0.4,1,1
1882,Yes,0.8,1,1
1883,No,0.0,0,2
1884,Yes,0.7,1,1
1885,No,0.7,0,0
1886,No,0.2,0,2
1887,No,0.3,0,2
1888,Yes,0.5,1,1
1889,No,0.9,0,0
1890,No,0.5,0,2
1891,No,0.7,0,0
1892,No,0.8,0,0
1893,Yes,0.4,1,1
1894,Yes,0.4,1,1
1895,No,0.2,0,2
1896,Yes,0.6,1,1
1897,Yes,0.5,1,1
1898,No,0.7,0,0
1899,Yes,0.4,1,1
1900,Yes,0.9,1,1
1901,Yes,0.9,1,1
1902,No,0.7,0,0
1903,Yes,0.9,1,1
1904,No,0.5,0,2
1905,Yes,0.5,1,1
1906,Yes,0.2,1,1
1907,Yes,0.7,1,1
1908,No,0.3,0,2
1909,No,0.3,0,2
1910,Yes,0.6,1,1
1911,Yes,0.4,1,1
1912,Yes,0.7,1,1
1913,Yes,0.3,1,1
1914,Yes,0.1,1,1
1915,No,0.0,0,2
1916,Yes,0.9,1,1
1917,Yes,0.4,1,1
1918,Yes,0.9,1,1
1919,No,0.7,0,0
1920,Yes,0.4,1,1
1921,No,0.3,0,2
1922,Yes,0.9,1,1
1923,Yes,0.8,1,1
1924,Yes,0.2,1,1
1925,Yes,0.6,1,1
1926,No,0.9,0,0
1927,No,0.4,0,2
1928,Yes,0.0,1,1
1929,No,0.1,0,2
1930,Yes,0.9,1,1
1931,No,0.1,0,2
1932,Yes,0.6,1,1
1933,Yes,0.3,1,1
1934,No,0.9,0,0
1935,No,0.8,0,0
1936,Yes,1.0,1,1
1937,No,0.4,0,2
1938,No,0.1,0,2
1939,No,0.7,0,0
1940,Yes,0.5,1,1
1941,No,0.6,0,0
1942,No,0.5,0,2
1943,Yes,0.6,1,1
1944,Yes,0.4,1,1
1945,Yes,0.6,1,1
1946,No,0.6,0,0
1947,No,0.6,0,0
1948,No,0.6,0,0
1949,No,0.8,0,0
1950,Yes,0.9,1,1
1951,Yes,0.7,1,1
1952,Yes,0.7,1,1
1953,Yes,0.6,1,1
1954,No,0.2,0,2
1955,No,0.7,0,0
1956,No,0.6,0,0
1957,Yes,0.9,1,1
1958,No,0.6,0,0
1959,Yes,0.1,1,1
1960,No,0.4,0,2
1961,Yes,0.7,1,1
1962,No,0.5,0,2
1963,Yes,0.2,1,1
1964,No,0.5,0,2
1965,Yes,0.9,1,1
1966,Yes,0.7,1,1
1967,Yes,0.7,1,1
1968,No,1.0,0,0
1969,No,0.8,0,0
1970,Yes,0.6,1,1
1971,No,0.5,0,2
1972,Yes,0.6,1,1
1973,Yes,0.7,1,1
1974,Yes,0.6,1,1
1975,Yes,0.6,1,1
1976,No,0.9,0,0
1977,No,0.6,0,0
1978,No,0.5,0,2
1979,Yes,0.3,1,1
1980,Yes,0.4,1,1
1981,No,1.0,0,0
1982,Yes,0.7,1,1
1983,No,0.7,0,0
1984,No,1.0,0,0
1985,Yes,0.5,1,1
1986,Yes,1.0,1,1
1987,Yes,0.6,1,1
1988,No,0.7,0,0
1989,No,0.6,0,0
1990,No,0.4,0,2
1991,Yes,0.3,1,1
1992,No,0.3,0,2
1993,Yes,0.7,1,1
1994,Yes,0.5,1,1
1995,Yes,0.3,1,1
1996,No,0.7,0,0
1997,No,0.5,0,2
1998,Yes,0.8,1,1
1999,Yes,0.6,1,1
2000,No,0.9,0,0
2001,No,0.8,0,0
2002,Yes,0.7,1,1
2003,Yes,0.9,1,1
2004,No,0.4,0,2
2005,Yes,0.2,1,1
2006,Yes,0.6,1,1
2007,Yes,0.7,1,1
2008,Yes,0.7,1,1
2009,No,0.6,0,0
2010,No,0.7,0,0
2011,No,0.8,0,0
2012,Yes,0.4,1,1
2013,Yes,0.6,1,1
2014,No,0.5,0,2
2015,No,0.6,0,0
2016,Yes,0.4,1,1
2017,No,0.6,0,0
2018,No,0.7,0,0
2019,No,0.4,0,2
2020,No,0.8,0,0
2021,No,0.4,0,2
2022,Yes,1.0,1,1
2023,Yes,0.5,1,1
2024,Yes,0.6,1,1
2025,Yes,0.7,1,1
2026,Yes,0.8,1,1
2027,Yes,0.4,1,1
2028,No,0.7,0,0
2029,No,0.6,0,0
2030,Yes,0.7,1,1
2031,Yes,1.0,1,1
2032,Yes,0.7,1,1
2033,No,0.4,0,2
2034,Yes,0.5,1,1
2035,Yes,0.2,1,1
2036,No,0.7,0,0
2037,Yes,0.1,1,1
2038,Yes,1.0,1,1
2039,No,0.6,0,0
2040,Yes,0.8,1,1
2041,Yes,1.0,1,1
2042,Yes,0.6,1,1
2043,No,0.5,0,2
2044,Yes,1.0,1,1
2045,No,0.1,0,2
2046,Yes,0.7,1,1
2047,No,0.9,0,0
2048,Yes,0.9,1,1
2049,No,0.0,0,2
2050,No,0.8,0,0
2051,Yes,0.6,1,1
2052,No,0.6,0,0
2053,Yes,0.5,1,1
2054,Yes,0.2,1,1
2055,Yes,0.8,1,1
2056,No,0.8,0,0
2057,Yes,0.3,1,1
2058,Yes,0.4,1,1
2059,No,0.3,0,2
2060,Yes,0.6,1,1
2061,Yes,0.8,1,1
2062,Yes,0.4,1,1
2063,No,0.5,0,2
2064,Yes,0.3,1,1
