,state,RFM_Score ,state_encoded,cluster
997,VIC,0.6,2,1
998,NSW,0.2,0,0
999,VIC,0.6,2,1
1000,NSW,0.5,0,0
1001,VIC,0.9,2,1
1002,VIC,0.1,2,1
1003,NSW,0.2,0,0
1004,VIC,0.9,2,1
1005,NSW,0.6,0,0
1006,QLD,0.4,1,2
1007,VIC,0.3,2,1
1008,QLD,0.5,1,2
1009,NSW,0.7,0,0
1010,VIC,0.4,2,1
1011,VIC,0.4,2,1
1012,NSW,0.6,0,0
1013,NSW,0.5,0,0
1014,VIC,0.6,2,1
1015,NSW,0.8,0,0
1016,NSW,0.5,0,0
1017,NSW,0.9,0,0
1018,NSW,0.9,0,0
1019,NSW,0.6,0,0
1020,NSW,0.9,0,0
1021,NSW,0.4,0,0
1022,NSW,0.6,0,0
1023,VIC,0.8,2,1
1024,NSW,0.7,0,0
1025,QLD,0.9,1,2
1026,QLD,0.9,1,2
1027,NSW,0.7,0,0
1028,QLD,0.7,1,2
1029,QLD,0.6,1,2
1030,NSW,0.5,0,0
1031,NSW,0.3,0,0
1032,QLD,0.4,1,2
1033,VIC,0.5,2,1
1034,NSW,0.3,0,0
1035,NSW,0.9,0,0
1036,NSW,0.1,0,0
1037,NSW,0.7,0,0
1038,NSW,0.8,0,0
1039,NSW,0.9,0,0
1040,VIC,0.7,2,1
1041,NSW,0.7,0,0
1042,NSW,0.4,0,0
1043,VIC,0.6,2,1
1044,NSW,0.7,0,0
1045,VIC,0.3,2,1
1046,QLD,0.3,1,2
1047,NSW,0.4,0,0
1048,VIC,0.2,2,1
1049,QLD,0.8,1,2
1050,VIC,0.3,2,1
1051,NSW,0.1,0,0
1052,QLD,0.8,1,2
1053,QLD,0.4,1,2
1054,VIC,0.2,2,1
1055,QLD,0.7,1,2
1056,NSW,0.8,0,0
1057,VIC,0.7,2,1
1058,NSW,0.4,0,0
1059,NSW,0.4,0,0
1060,VIC,0.8,2,1
1061,VIC,0.9,2,1
1062,NSW,0.7,0,0
1063,QLD,0.8,1,2
1064,VIC,0.7,2,1
1065,VIC,0.5,2,1
1066,NSW,0.4,0,0
1067,NSW,0.3,0,0
1068,QLD,0.1,1,2
1069,NSW,0.7,0,0
1070,QLD,0.0,1,2
1071,NSW,0.4,0,0
1072,VIC,0.9,2,1
1073,QLD,0.5,1,2
1074,NSW,0.8,0,0
1075,VIC,0.9,2,1
1076,QLD,0.2,1,2
1077,QLD,0.4,1,2
1078,QLD,0.5,1,2
1079,VIC,0.6,2,1
1080,VIC,0.4,2,1
1081,VIC,0.4,2,1
1082,QLD,0.3,1,2
1083,NSW,0.7,0,0
1084,NSW,0.8,0,0
1085,NSW,0.5,0,0
1086,NSW,0.7,0,0
1087,NSW,0.3,0,0
1088,VIC,0.2,2,1
1089,NSW,0.6,0,0
1090,NSW,0.7,0,0
1091,VIC,1.0,2,1
1092,NSW,0.5,0,0
1093,NSW,0.0,0,0
1094,VIC,0.9,2,1
1095,NSW,0.6,0,0
1096,QLD,0.6,1,2
1097,NSW,0.3,0,0
1098,QLD,0.9,1,2
1099,NSW,0.2,0,0
1100,QLD,0.6,1,2
1101,VIC,0.4,2,1
1102,VIC,0.6,2,1
1103,NSW,0.0,0,0
1104,QLD,0.8,1,2
1105,VIC,0.8,2,1
1106,NSW,0.9,0,0
1107,NSW,0.4,0,0
1108,QLD,0.3,1,2
1109,VIC,0.9,2,1
1110,NSW,0.2,0,0
1111,NSW,0.9,0,0
1112,VIC,0.9,2,1
1113,NSW,0.3,0,0
1114,NSW,0.6,0,0
1115,NSW,0.7,0,0
1116,NSW,0.8,0,0
1117,NSW,0.2,0,0
1118,NSW,0.6,0,0
1119,VIC,1.0,2,1
1120,NSW,0.9,0,0
1121,NSW,0.8,0,0
1122,NSW,1.0,0,0
1123,VIC,0.9,2,1
1124,VIC,1.0,2,1
1125,VIC,0.8,2,1
1126,VIC,0.5,2,1
1127,VIC,0.8,2,1
1128,NSW,0.6,0,0
1129,QLD,0.6,1,2
1130,NSW,0.7,0,0
1131,QLD,0.9,1,2
1132,QLD,0.6,1,2
1133,QLD,0.6,1,2
1134,NSW,0.6,0,0
1135,QLD,0.6,1,2
1136,VIC,0.8,2,1
1137,NSW,0.7,0,0
1138,QLD,0.7,1,2
1139,QLD,0.9,1,2
1140,NSW,0.5,0,0
1141,NSW,0.1,0,0
1142,QLD,1.0,1,2
1143,NSW,0.9,0,0
1144,VIC,0.7,2,1
1145,VIC,0.5,2,1
1146,NSW,0.4,0,0
1147,VIC,0.7,2,1
1148,VIC,0.6,2,1
1149,QLD,0.7,1,2
1150,QLD,0.6,1,2
1151,QLD,0.9,1,2
1152,QLD,0.6,1,2
1153,QLD,0.1,1,2
1154,NSW,0.7,0,0
1155,NSW,0.7,0,0
1156,NSW,0.3,0,0
1157,NSW,0.3,0,0
1158,VIC,0.5,2,1
1159,QLD,0.5,1,2
1160,QLD,0.9,1,2
1161,NSW,0.6,0,0
1162,NSW,0.7,0,0
1163,QLD,0.9,1,2
1164,QLD,0.5,1,2
1165,QLD,0.9,1,2
1166,NSW,0.5,0,0
1167,VIC,0.4,2,1
1168,VIC,0.1,2,1
1169,NSW,0.5,0,0
1170,VIC,0.1,2,1
1171,QLD,0.4,1,2
1172,NSW,0.9,0,0
1173,VIC,1.0,2,1
1174,VIC,0.5,2,1
1175,VIC,0.7,2,1
1176,NSW,0.5,0,0
1177,QLD,0.9,1,2
1178,NSW,0.8,0,0
1179,QLD,0.7,1,2
1180,NSW,0.6,0,0
1181,VIC,0.4,2,1
1182,NSW,0.6,0,0
1183,NSW,0.8,0,0
1184,NSW,0.3,0,0
1185,VIC,0.5,2,1
1186,NSW,0.0,0,0
1187,VIC,0.9,2,1
1188,QLD,0.5,1,2
1189,QLD,0.4,1,2
1190,NSW,0.3,0,0
1191,VIC,0.9,2,1
1192,QLD,0.7,1,2
1193,NSW,0.5,0,0
1194,QLD,0.1,1,2
1195,VIC,0.4,2,1
1196,NSW,0.9,0,0
1197,VIC,0.0,2,1
1198,VIC,0.7,2,1
1199,NSW,0.7,0,0
1200,NSW,0.6,0,0
1201,VIC,0.4,2,1
1202,NSW,0.9,0,0
1203,VIC,0.5,2,1
1204,VIC,0.7,2,1
1205,NSW,0.9,0,0
1206,VIC,0.6,2,1
1207,NSW,0.4,0,0
1208,NSW,0.6,0,0
1209,QLD,0.3,1,2
1210,VIC,0.9,2,1
1211,NSW,0.6,0,0
1212,QLD,1.0,1,2
1213,NSW,0.8,0,0
1214,VIC,0.7,2,1
1215,NSW,0.1,0,0
1216,NSW,0.4,0,0
1217,QLD,0.7,1,2
1218,VIC,0.4,2,1
1219,NSW,0.7,0,0
1220,VIC,0.1,2,1
1221,NSW,0.9,0,0
1222,NSW,0.1,0,0
1223,VIC,0.6,2,1
1224,QLD,0.6,1,2
1225,VIC,0.7,2,1
1226,NSW,0.8,0,0
1227,NSW,0.5,0,0
1228,VIC,0.9,2,1
1229,VIC,0.6,2,1
1230,NSW,0.4,0,0
1231,QLD,0.5,1,2
1232,NSW,0.6,0,0
1233,NSW,0.9,0,0
1234,VIC,0.8,2,1
1235,QLD,0.5,1,2
1236,VIC,0.6,2,1
1237,NSW,0.7,0,0
1238,NSW,0.5,0,0
1239,NSW,0.7,0,0
1240,NSW,0.4,0,0
1241,QLD,0.8,1,2
1242,QLD,0.4,1,2
1243,VIC,0.2,2,1
1244,NSW,0.9,0,0
1245,NSW,0.6,0,0
1246,NSW,0.3,0,0
1247,NSW,0.6,0,0
1248,NSW,0.2,0,0
1249,QLD,0.7,1,2
1250,NSW,0.3,0,0
1251,QLD,0.8,1,2
1252,VIC,0.7,2,1
1253,NSW,0.9,0,0
1254,QLD,0.4,1,2
1255,VIC,0.1,2,1
1256,NSW,0.0,0,0
1257,NSW,0.7,0,0
1258,NSW,0.3,0,0
1259,QLD,0.3,1,2
1260,NSW,0.9,0,0
1261,NSW,0.8,0,0
1262,QLD,0.6,1,2
1263,NSW,0.8,0,0
1264,VIC,1.0,2,1
1265,VIC,0.7,2,1
1266,QLD,0.4,1,2
1267,NSW,0.1,0,0
1268,VIC,0.4,2,1
1269,NSW,0.7,0,0
1270,NSW,0.7,0,0
1271,NSW,0.6,0,0
1272,QLD,0.8,1,2
1273,NSW,0.8,0,0
1274,QLD,0.9,1,2
1275,NSW,0.6,0,0
1276,VIC,0.7,2,1
1277,QLD,0.8,1,2
1278,NSW,0.5,0,0
1279,NSW,0.6,0,0
1280,NSW,0.9,0,0
1281,VIC,0.3,2,1
1282,VIC,0.0,2,1
1283,VIC,0.4,2,1
1284,VIC,0.6,2,1
1285,VIC,0.7,2,1
1286,NSW,0.3,0,0
1287,QLD,0.4,1,2
1288,QLD,0.5,1,2
1289,VIC,0.5,2,1
1290,VIC,0.3,2,1
1291,QLD,0.7,1,2
1292,NSW,0.9,0,0
1293,QLD,0.7,1,2
1294,QLD,0.6,1,2
1295,NSW,0.1,0,0
1296,VIC,0.7,2,1
1297,QLD,0.4,1,2
1298,VIC,0.5,2,1
1299,VIC,0.7,2,1
1300,VIC,1.0,2,1
1301,NSW,0.4,0,0
1302,VIC,0.4,2,1
1303,NSW,0.4,0,0
1304,NSW,0.4,0,0
1305,QLD,0.1,1,2
1306,QLD,0.6,1,2
1307,VIC,0.9,2,1
1308,NSW,0.7,0,0
1309,VIC,0.4,2,1
1310,VIC,0.9,2,1
1311,NSW,0.1,0,0
1312,QLD,0.7,1,2
1313,QLD,0.6,1,2
1314,QLD,1.0,1,2
1315,NSW,0.9,0,0
1316,NSW,1.0,0,0
1317,VIC,0.6,2,1
1318,QLD,0.8,1,2
1319,NSW,0.8,0,0
1320,VIC,0.8,2,1
1321,VIC,0.7,2,1
1322,QLD,0.7,1,2
1323,QLD,0.9,1,2
1324,NSW,0.6,0,0
1325,NSW,0.9,0,0
1326,QLD,0.6,1,2
1327,QLD,0.3,1,2
1328,NSW,0.2,0,0
1329,QLD,0.8,1,2
1330,VIC,0.6,2,1
1331,QLD,0.5,1,2
1332,NSW,0.4,0,0
1333,NSW,0.9,0,0
1334,VIC,0.4,2,1
1335,NSW,0.1,0,0
1336,NSW,0.7,0,0
1337,NSW,0.5,0,0
1338,QLD,0.4,1,2
1339,NSW,0.8,0,0
1340,NSW,0.6,0,0
1341,NSW,0.9,0,0
1342,QLD,0.2,1,2
1343,QLD,0.0,1,2
1344,NSW,0.4,0,0
1345,NSW,0.4,0,0
1346,NSW,0.5,0,0
1347,NSW,0.4,0,0
1348,NSW,0.7,0,0
1349,VIC,0.6,2,1
1350,NSW,0.6,0,0
1351,VIC,0.7,2,1
1352,NSW,0.5,0,0
1353,NSW,0.2,0,0
1354,QLD,1.0,1,2
1355,NSW,0.6,0,0
1356,NSW,0.9,0,0
1357,VIC,0.5,2,1
1358,VIC,0.8,2,1
1359,NSW,0.7,0,0
1360,QLD,0.7,1,2
1361,QLD,0.9,1,2
1362,NSW,0.6,0,0
1363,NSW,0.3,0,0
1364,NSW,0.3,0,0
1365,NSW,0.2,0,0
1366,QLD,0.5,1,2
1367,NSW,0.6,0,0
1368,QLD,0.4,1,2
1369,NSW,0.6,0,0
1370,VIC,0.6,2,1
1371,NSW,0.6,0,0
1372,NSW,0.3,0,0
1373,VIC,0.7,2,1
1374,QLD,1.0,1,2
1375,NSW,0.9,0,0
1376,QLD,0.2,1,2
1377,QLD,0.8,1,2
1378,VIC,0.3,2,1
1379,NSW,0.8,0,0
1380,NSW,0.9,0,0
1381,QLD,0.3,1,2
1382,VIC,0.5,2,1
1383,QLD,0.6,1,2
1384,NSW,0.3,0,0
1385,NSW,0.4,0,0
1386,NSW,0.4,0,0
1387,VIC,0.5,2,1
1388,NSW,0.4,0,0
1389,NSW,0.4,0,0
1390,NSW,0.9,0,0
1391,NSW,0.2,0,0
1392,QLD,0.6,1,2
1393,NSW,0.4,0,0
1394,QLD,0.8,1,2
1395,NSW,0.8,0,0
1396,NSW,0.9,0,0
1397,QLD,0.3,1,2
1398,VIC,0.3,2,1
1399,NSW,0.4,0,0
1400,VIC,0.5,2,1
1401,VIC,0.8,2,1
1402,NSW,0.9,0,0
1403,QLD,0.7,1,2
1404,NSW,0.8,0,0
1405,NSW,0.3,0,0
1406,VIC,0.4,2,1
1407,VIC,0.9,2,1
1408,VIC,0.9,2,1
1409,VIC,0.7,2,1
1410,QLD,1.0,1,2
1411,VIC,0.4,2,1
1412,NSW,0.6,0,0
1413,QLD,0.7,1,2
1414,QLD,0.4,1,2
1415,NSW,0.3,0,0
1416,QLD,0.6,1,2
1417,NSW,0.7,0,0
1418,NSW,0.6,0,0
1419,QLD,0.9,1,2
1420,NSW,0.7,0,0
1421,VIC,0.4,2,1
1422,NSW,0.7,0,0
1423,VIC,0.5,2,1
1424,NSW,0.7,0,0
1425,VIC,0.8,2,1
1426,QLD,0.3,1,2
1427,VIC,0.9,2,1
1428,QLD,0.6,1,2
1429,NSW,0.7,0,0
1430,QLD,0.6,1,2
1431,QLD,1.0,1,2
1432,NSW,0.9,0,0
1433,NSW,0.7,0,0
1434,VIC,1.0,2,1
1435,NSW,0.2,0,0
1436,QLD,0.9,1,2
1437,QLD,0.6,1,2
1438,VIC,0.2,2,1
1439,QLD,0.3,1,2
1440,NSW,0.9,0,0
1441,NSW,0.7,0,0
1442,QLD,0.3,1,2
1443,NSW,0.6,0,0
1444,NSW,0.7,0,0
1445,VIC,0.8,2,1
1446,NSW,0.9,0,0
1447,NSW,0.3,0,0
1448,QLD,0.4,1,2
1449,NSW,0.4,0,0
1450,NSW,0.7,0,0
1451,NSW,0.5,0,0
1452,NSW,0.6,0,0
1453,VIC,0.1,2,1
1454,QLD,0.7,1,2
1455,NSW,0.3,0,0
1456,NSW,0.1,0,0
1457,NSW,0.5,0,0
1458,QLD,0.2,1,2
1459,QLD,0.3,1,2
1460,QLD,0.9,1,2
1461,QLD,1.0,1,2
1462,NSW,0.5,0,0
1463,NSW,0.3,0,0
1464,QLD,0.3,1,2
1465,NSW,0.4,0,0
1466,NSW,0.4,0,0
1467,NSW,0.7,0,0
1468,NSW,0.8,0,0
1469,NSW,0.2,0,0
1470,NSW,0.3,0,0
1471,NSW,0.7,0,0
1472,VIC,0.4,2,1
1473,NSW,0.3,0,0
1474,QLD,0.9,1,2
1475,NSW,0.5,0,0
1476,QLD,0.9,1,2
1477,NSW,0.8,0,0
1478,NSW,0.7,0,0
1479,VIC,0.7,2,1
1480,QLD,0.5,1,2
1481,QLD,0.2,1,2
1482,NSW,0.7,0,0
1483,VIC,0.9,2,1
1484,VIC,0.5,2,1
1485,QLD,0.6,1,2
1486,VIC,0.7,2,1
1487,NSW,0.6,0,0
1488,VIC,0.9,2,1
1489,NSW,0.1,0,0
1490,NSW,0.7,0,0
1491,NSW,0.7,0,0
1492,QLD,0.5,1,2
1493,NSW,0.7,0,0
1494,NSW,0.6,0,0
1495,NSW,0.4,0,0
1496,NSW,1.0,0,0
1497,QLD,0.1,1,2
1498,NSW,1.0,0,0
1499,NSW,0.8,0,0
1500,NSW,0.3,0,0
1501,VIC,0.7,2,1
1502,NSW,0.9,0,0
1503,VIC,0.4,2,1
1504,NSW,0.9,0,0
1505,NSW,0.0,0,0
1506,QLD,0.6,1,2
1507,NSW,0.2,0,0
1508,NSW,0.5,0,0
1509,NSW,0.7,0,0
1510,NSW,0.5,0,0
1511,VIC,0.2,2,1
1512,QLD,0.3,1,2
1513,NSW,0.5,0,0
1514,QLD,0.8,1,2
1515,QLD,0.3,1,2
1516,NSW,0.9,0,0
1517,QLD,0.3,1,2
1518,NSW,0.9,0,0
1519,NSW,0.4,0,0
1520,VIC,0.4,2,1
1521,NSW,0.5,0,0
1522,QLD,0.8,1,2
1523,NSW,0.9,0,0
1524,NSW,0.7,0,0
1525,NSW,0.7,0,0
1526,NSW,0.1,0,0
1527,VIC,0.6,2,1
1528,NSW,1.0,0,0
1529,QLD,0.6,1,2
1530,QLD,0.2,1,2
1531,NSW,0.1,0,0
1532,QLD,0.5,1,2
1533,NSW,0.4,0,0
1534,VIC,0.7,2,1
1535,VIC,0.3,2,1
1536,VIC,0.7,2,1
1537,QLD,0.6,1,2
1538,NSW,0.9,0,0
1539,NSW,0.3,0,0
1540,VIC,0.3,2,1
1541,NSW,0.6,0,0
1542,NSW,0.6,0,0
1543,VIC,1.0,2,1
1544,NSW,0.1,0,0
1545,QLD,0.3,1,2
1546,QLD,0.4,1,2
1547,QLD,0.2,1,2
1548,QLD,1.0,1,2
1549,NSW,0.7,0,0
1550,NSW,0.6,0,0
1551,NSW,0.5,0,0
1552,VIC,0.7,2,1
1553,NSW,1.0,0,0
1554,VIC,0.7,2,1
1555,VIC,0.7,2,1
1556,NSW,0.8,0,0
1557,QLD,0.4,1,2
1558,VIC,0.9,2,1
1559,NSW,0.5,0,0
1560,NSW,0.9,0,0
1561,NSW,1.0,0,0
1562,NSW,0.9,0,0
1563,VIC,0.8,2,1
1564,VIC,0.5,2,1
1565,NSW,0.7,0,0
1566,VIC,0.6,2,1
1567,VIC,0.6,2,1
1568,VIC,0.9,2,1
1569,QLD,0.6,1,2
1570,NSW,0.7,0,0
1571,NSW,1.0,0,0
1572,VIC,0.7,2,1
1573,NSW,0.9,0,0
1574,VIC,0.3,2,1
1575,QLD,0.4,1,2
1576,NSW,0.4,0,0
1577,QLD,0.9,1,2
1578,QLD,0.5,1,2
1579,VIC,0.3,2,1
1580,NSW,0.1,0,0
1581,NSW,0.6,0,0
1582,VIC,0.5,2,1
1583,NSW,0.4,0,0
1584,NSW,0.6,0,0
1585,QLD,0.7,1,2
1586,NSW,0.2,0,0
1587,QLD,0.8,1,2
1588,VIC,0.2,2,1
1589,NSW,0.5,0,0
1590,QLD,0.7,1,2
1591,QLD,1.0,1,2
1592,NSW,0.0,0,0
1593,QLD,1.0,1,2
1594,QLD,0.8,1,2
1595,VIC,0.5,2,1
1596,VIC,0.7,2,1
1597,QLD,0.9,1,2
1598,NSW,0.7,0,0
1599,NSW,0.3,0,0
1600,QLD,0.5,1,2
1601,VIC,1.0,2,1
1602,VIC,0.6,2,1
1603,NSW,0.5,0,0
1604,NSW,0.4,0,0
1605,VIC,0.3,2,1
1606,NSW,0.0,0,0
1607,VIC,0.9,2,1
1608,VIC,0.8,2,1
1609,VIC,0.1,2,1
1610,VIC,0.9,2,1
1611,QLD,0.5,1,2
1612,NSW,0.9,0,0
1613,NSW,0.1,0,0
1614,QLD,0.7,1,2
1615,NSW,0.5,0,0
1616,NSW,0.4,0,0
1617,NSW,0.3,0,0
1618,QLD,0.2,1,2
1619,NSW,1.0,0,0
1620,NSW,0.4,0,0
1621,QLD,1.0,1,2
1622,QLD,0.9,1,2
1623,NSW,0.9,0,0
1624,NSW,0.7,0,0
1625,QLD,0.4,1,2
1626,NSW,0.9,0,0
1627,NSW,0.9,0,0
1628,QLD,0.6,1,2
1629,NSW,0.5,0,0
1630,VIC,1.0,2,1
1631,NSW,0.8,0,0
1632,NSW,0.9,0,0
1633,NSW,0.1,0,0
1634,NSW,0.4,0,0
1635,QLD,1.0,1,2
1636,VIC,0.7,2,1
1637,NSW,0.2,0,0
1638,NSW,0.5,0,0
1639,NSW,0.1,0,0
1640,QLD,0.8,1,2
1641,NSW,0.2,0,0
1642,NSW,0.8,0,0
1643,VIC,0.8,2,1
1644,NSW,0.8,0,0
1645,NSW,0.8,0,0
1646,NSW,0.6,0,0
1647,QLD,0.6,1,2
1648,NSW,0.7,0,0
1649,VIC,0.4,2,1
1650,NSW,0.8,0,0
1651,VIC,0.9,2,1
1652,NSW,0.7,0,0
1653,VIC,0.4,2,1
1654,VIC,0.7,2,1
1655,VIC,0.5,2,1
1656,VIC,0.7,2,1
1657,NSW,0.6,0,0
1658,NSW,0.7,0,0
1659,VIC,0.3,2,1
1660,NSW,0.5,0,0
1661,VIC,0.4,2,1
1662,NSW,0.1,0,0
1663,NSW,0.8,0,0
1664,VIC,0.6,2,1
1665,NSW,0.4,0,0
1666,QLD,0.5,1,2
1667,NSW,0.8,0,0
1668,VIC,1.0,2,1
1669,NSW,0.4,0,0
1670,QLD,0.4,1,2
1671,NSW,0.6,0,0
1672,QLD,0.4,1,2
1673,QLD,0.6,1,2
1674,NSW,0.6,0,0
1675,VIC,0.3,2,1
1676,QLD,0.4,1,2
1677,NSW,0.1,0,0
1678,NSW,0.8,0,0
1679,QLD,0.7,1,2
1680,VIC,0.6,2,1
1681,QLD,1.0,1,2
1682,NSW,0.7,0,0
1683,NSW,0.6,0,0
1684,NSW,0.6,0,0
1685,NSW,0.4,0,0
1686,NSW,1.0,0,0
1687,NSW,1.0,0,0
1688,NSW,0.7,0,0
1689,VIC,0.3,2,1
1690,NSW,0.6,0,0
1691,NSW,0.7,0,0
1692,NSW,0.7,0,0
1693,NSW,0.2,0,0
1694,NSW,0.7,0,0
1695,VIC,0.3,2,1
1696,NSW,0.6,0,0
1697,NSW,0.9,0,0
1698,NSW,0.4,0,0
1699,NSW,0.8,0,0
1700,VIC,0.5,2,1
1701,NSW,0.6,0,0
1702,QLD,0.6,1,2
1703,QLD,0.7,1,2
1704,QLD,0.7,1,2
1705,NSW,0.1,0,0
1706,NSW,0.4,0,0
1707,NSW,0.8,0,0
1708,NSW,0.6,0,0
1709,NSW,0.7,0,0
1710,QLD,0.2,1,2
1711,NSW,0.7,0,0
1712,NSW,0.5,0,0
1713,NSW,0.7,0,0
1714,NSW,0.0,0,0
1715,NSW,0.7,0,0
1716,VIC,0.9,2,1
1717,NSW,0.4,0,0
1718,NSW,0.7,0,0
1719,QLD,0.7,1,2
1720,QLD,0.1,1,2
1721,VIC,0.2,2,1
1722,NSW,0.6,0,0
1723,NSW,0.3,0,0
1724,NSW,0.9,0,0
1725,QLD,0.3,1,2
1726,NSW,0.3,0,0
1727,VIC,0.7,2,1
1728,NSW,0.9,0,0
1729,QLD,0.6,1,2
1730,QLD,0.8,1,2
1731,NSW,0.6,0,0
1732,NSW,0.9,0,0
1733,NSW,0.9,0,0
1734,QLD,0.4,1,2
1735,NSW,0.7,0,0
1736,VIC,0.2,2,1
1737,QLD,0.4,1,2
1738,NSW,0.7,0,0
1739,NSW,0.1,0,0
1740,NSW,0.3,0,0
1741,NSW,0.7,0,0
1742,QLD,0.3,1,2
1743,NSW,0.4,0,0
1744,NSW,0.9,0,0
1745,QLD,0.8,1,2
1746,QLD,0.8,1,2
1747,VIC,0.8,2,1
1748,VIC,0.9,2,1
1749,NSW,0.6,0,0
1750,NSW,0.9,0,0
1751,QLD,0.8,1,2
1752,NSW,0.9,0,0
1753,VIC,0.2,2,1
1754,VIC,0.9,2,1
1755,NSW,0.8,0,0
1756,VIC,0.6,2,1
1757,NSW,0.5,0,0
1758,NSW,0.4,0,0
1759,QLD,0.3,1,2
1760,VIC,0.5,2,1
1761,NSW,0.9,0,0
1762,NSW,0.9,0,0
1763,NSW,1.0,0,0
1764,NSW,0.7,0,0
1765,NSW,0.7,0,0
1766,NSW,0.7,0,0
1767,NSW,0.6,0,0
1768,VIC,0.6,2,1
1769,VIC,0.8,2,1
1770,VIC,1.0,2,1
1771,QLD,0.8,1,2
1772,VIC,0.7,2,1
1773,NSW,0.6,0,0
1774,QLD,0.5,1,2
1775,NSW,0.5,0,0
1776,NSW,0.3,0,0
1777,NSW,0.7,0,0
1778,NSW,0.9,0,0
1779,NSW,0.7,0,0
1780,NSW,0.9,0,0
1781,NSW,0.4,0,0
1782,NSW,1.0,0,0
1783,VIC,0.3,2,1
1784,NSW,0.6,0,0
1785,NSW,0.9,0,0
1786,NSW,0.6,0,0
1787,QLD,0.5,1,2
1788,QLD,1.0,1,2
1789,QLD,0.5,1,2
1790,QLD,0.9,1,2
1791,VIC,0.3,2,1
1792,NSW,0.8,0,0
1793,QLD,0.4,1,2
1794,NSW,0.4,0,0
1795,NSW,0.1,0,0
1796,QLD,0.3,1,2
1797,QLD,0.5,1,2
1798,QLD,0.4,1,2
1799,NSW,0.7,0,0
1800,VIC,0.3,2,1
1801,NSW,0.6,0,0
1802,QLD,0.5,1,2
1803,VIC,0.9,2,1
1804,VIC,0.4,2,1
1805,QLD,1.0,1,2
1806,VIC,0.9,2,1
1807,QLD,0.8,1,2
1808,NSW,0.4,0,0
1809,VIC,0.8,2,1
1810,NSW,0.9,0,0
1811,QLD,0.4,1,2
1812,NSW,0.4,0,0
1813,NSW,0.7,0,0
1814,VIC,0.3,2,1
1815,VIC,0.3,2,1
1816,QLD,1.0,1,2
1817,QLD,0.6,1,2
1818,NSW,0.3,0,0
1819,QLD,0.3,1,2
1820,NSW,0.7,0,0
1821,NSW,1.0,0,0
1822,VIC,0.4,2,1
1823,VIC,1.0,2,1
1824,NSW,0.9,0,0
1825,NSW,0.7,0,0
1826,NSW,0.7,0,0
1827,NSW,0.4,0,0
1828,NSW,0.9,0,0
1829,QLD,0.6,1,2
1830,NSW,0.5,0,0
1831,NSW,0.8,0,0
1832,QLD,0.4,1,2
1833,QLD,1.0,1,2
1834,NSW,0.5,0,0
1835,VIC,0.0,2,1
1836,NSW,0.3,0,0
1837,VIC,0.7,2,1
1838,NSW,0.6,0,0
1839,NSW,0.5,0,0
1840,NSW,0.8,0,0
1841,NSW,0.5,0,0
1842,NSW,0.4,0,0
1843,NSW,0.8,0,0
1844,NSW,0.1,0,0
1845,NSW,0.8,0,0
1846,VIC,0.9,2,1
1847,NSW,1.0,0,0
1848,QLD,0.6,1,2
1849,NSW,0.9,0,0
1850,NSW,0.1,0,0
1851,NSW,0.6,0,0
1852,VIC,0.4,2,1
1853,QLD,1.0,1,2
1854,VIC,0.7,2,1
1855,VIC,0.7,2,1
1856,NSW,0.4,0,0
1857,VIC,1.0,2,1
1858,NSW,0.3,0,0
1859,NSW,0.8,0,0
1860,VIC,0.7,2,1
1861,NSW,0.3,0,0
1862,VIC,0.3,2,1
1863,NSW,0.8,0,0
1864,VIC,0.4,2,1
1865,VIC,0.6,2,1
1866,NSW,0.2,0,0
1867,VIC,0.5,2,1
1868,NSW,0.3,0,0
1869,NSW,0.5,0,0
1870,NSW,0.9,0,0
1871,VIC,0.3,2,1
1872,NSW,0.1,0,0
1873,QLD,0.9,1,2
1874,QLD,0.7,1,2
1875,QLD,0.5,1,2
1876,NSW,1.0,0,0
1877,VIC,0.7,2,1
1878,VIC,1.0,2,1
1879,VIC,0.4,2,1
1880,NSW,0.5,0,0
1881,NSW,0.4,0,0
1882,NSW,0.8,0,0
1883,VIC,0.0,2,1
1884,QLD,0.7,1,2
1885,VIC,0.7,2,1
1886,NSW,0.2,0,0
1887,NSW,0.3,0,0
1888,NSW,0.5,0,0
1889,QLD,0.9,1,2
1890,NSW,0.5,0,0
1891,NSW,0.7,0,0
1892,QLD,0.8,1,2
1893,VIC,0.4,2,1
1894,VIC,0.4,2,1
1895,QLD,0.2,1,2
1896,NSW,0.6,0,0
1897,NSW,0.5,0,0
1898,VIC,0.7,2,1
1899,NSW,0.4,0,0
1900,QLD,0.9,1,2
1901,VIC,0.9,2,1
1902,NSW,0.7,0,0
1903,VIC,0.9,2,1
1904,NSW,0.5,0,0
1905,NSW,0.5,0,0
1906,NSW,0.2,0,0
1907,VIC,0.7,2,1
1908,NSW,0.3,0,0
1909,NSW,0.3,0,0
1910,QLD,0.6,1,2
1911,VIC,0.4,2,1
1912,QLD,0.7,1,2
1913,VIC,0.3,2,1
1914,VIC,0.1,2,1
1915,VIC,0.0,2,1
1916,NSW,0.9,0,0
1917,NSW,0.4,0,0
1918,NSW,0.9,0,0
1919,VIC,0.7,2,1
1920,NSW,0.4,0,0
1921,NSW,0.3,0,0
1922,NSW,0.9,0,0
1923,QLD,0.8,1,2
1924,QLD,0.2,1,2
1925,NSW,0.6,0,0
1926,QLD,0.9,1,2
1927,NSW,0.4,0,0
1928,VIC,0.0,2,1
